Player,eff_s1,eff_s2,eff_s3,eff_delta,trajectory_type,position,team_s3,age_s3,wage_s1,wage_s3
David Costa,-2.193389475442105,0.5436685075886203,0.5747492204578144,2.7681386958999195,Wage Trap,Midfielders,Lens,23,30000,720000
David López,1.2861404686199762,1.196626564588101,2.553191837341963,1.2670513687219866,Wage Trap,Defenders,Girona,34,3560000,3750000
David Raum,0.7672508361293922,0.3815646833890174,0.3735040750303398,-0.3937467610990524,Persistent Overvalued,Midfielders,RB Leipzig,26,7550000,7550000
David Raya,-0.0326430369111196,-0.5449296664493417,-0.4924734965056139,-0.4598304595944943,Rising Star,Goalkeepers,Arsenal,28,1511083,6160685
David Soria,-0.114646444126679,-0.1354341250635808,-0.2197591295955501,-0.1051126854688711,Other,Goalkeepers,Getafe,31,1510000,1510000
Davide Faraoni,-0.0676794717353033,-0.9060633680832186,0.0137955345386586,0.0814750062739619,Other,Midfielders,Hellas Verona,32,930000,930000
Davide Frattesi,0.5768090096468619,0.3571844724788136,0.2753319708559285,-0.3014770387909334,Other,Midfielders,Inter,24,1300000,5190000
Davide Zappacosta,-0.1721963196238949,-0.3506481218714157,-0.4876319798571344,-0.31543566023323955,Other,Midfielders,Atalanta,32,1670000,1670000
Dayot Upamecano,0.43144259414548,0.2782745243616151,0.0393151012014598,-0.39212749294402016,Other,Defenders,Bayern Munich,25,10000000,10000000
Declan Rice,0.2394431850643386,0.6435674821111093,0.4930445549010649,0.2536013698367263,Other,Midfielders,Arsenal,25,3626598,14785644
Deiver Machado,-0.7432654913925933,-0.3660511528971195,-0.2933583421454688,0.44990714924712455,Wage Trap,Midfielders,Lens,30,340000,540000
Dejan Kulusevski,0.6739361469675504,0.2907334512394257,0.1225325383826891,-0.5514036085848614,Rising Star,Midfielders,Tottenham Hotspur,24,6648763,6776753
Denis Genreau,-0.1860525455432196,-0.4519289279082201,-0.5301736154532488,-0.3441210699100292,Other,Midfielders,Toulouse,25,180000,180000
Denis Suárez,1.84150750665815,0.4592750938588406,0.171147612441743,-1.670359894216407,Rising Star,Midfielders,Villarreal,30,4380000,3120000
Deniz Undav,-0.900562183827665,-0.5873165901407358,0.3976178057214294,1.2981799895490944,Wage Trap,Forwards,Stuttgart,28,1208866,3780000
Denzel Dumfries,-0.3451416861506331,-0.4416327820464722,-0.171141128996016,0.17400055715461712,Other,Midfielders,Inter,28,3210000,5130000
Destiny Udogie,-0.0247017994696872,0.6733374630309985,0.5144518683687398,0.539153667838427,Wage Trap,Defenders,Tottenham Hotspur,21,280000,4620514
Diego Coppola,0.9727934393452085,0.5422468831148954,0.1048442348257161,-0.8679492045194923,Rising Star,Defenders,Hellas Verona,20,460000,460000
Diego López,-0.3867439404332238,-0.3233888037459635,-0.5843673779182748,-0.19762343748505096,Persistent Bargain,Midfielders,Valencia,22,500000,800000
Dimitri Foulquier,-0.0216929062588349,-0.1287149178592983,-0.3035051786111697,-0.2818122723523348,Other,Defenders,Valencia,31,1870000,1870000
Diogo Dalot,-0.1215013720028412,-0.4624402781676888,-0.5954177183506282,-0.473916346347787,Rising Star,Midfielders,Manchester Utd,25,5137681,5236582
Diogo Jota,0.046502035546359,0.0074814139143732,-0.1172103817023213,-0.1637124172486803,Stable / Fair,Forwards,Liverpool,27,8462062,8624959
Diogo Leite,-0.6645425736693635,-0.9876643058304264,-1.1596881027517971,-0.4951455290824336,Rising Star,Defenders,Union Berlin,25,340000,340000
Djené,0.8209223590766399,0.7635238862190494,0.6660931493290292,-0.15482920974761072,Persistent Overvalued,Midfielders,Getafe,32,2200000,2200000
Djibril Sow,0.3007004887764477,0.6161667364254537,0.3024818956562463,0.0017814068797985527,Persistent Overvalued,Midfielders,Sevilla,27,2070000,4170000
Dodi Lukebakio,0.6047536042360537,0.1591152567804581,-0.2566116360366024,-0.8613652402726562,Rising Star,Midfielders,Sevilla,26,2500000,3000000
Dodô,0.3008748959915355,0.3373605893036089,-0.2625771966709926,-0.5634520926625282,Rising Star,Midfielders,Fiorentina,25,1920000,1920000
Domagoj Bradarić,0.3099898339053322,-0.0185034621654995,0.6209449343217095,0.3109551004163773,Other,Midfielders,Hellas Verona,24,1280000,1280000
Domingos André Ribeiro Almeida,-0.5702472170246278,-0.1504886170218604,-1.0071973155563754,-0.4369500985317476,Rising Star,Midfielders,Valencia,24,600000,600000
Domingos Duarte,0.2453342126223248,0.3486040386689328,0.1771600565009006,-0.06817415612142419,Other,Defenders,Getafe,29,1080000,1080000
Dominic Calvert-Lewin,0.0775915357094945,-0.0023910269924822,-0.0186955156747448,-0.09628705138423929,Stable / Fair,Forwards,Everton,27,6044330,6160685
Dominic Solanke,0.5421620129240452,0.2100664021002209,-0.376788908843757,-0.9189509217678022,Rising Star,Forwards,Tottenham Hotspur,26,3022165,5544616
Dominik Greif,0.2286626493643755,-0.1644721616478346,-1.3085971959672964,-1.537259845331672,Rising Star,Goalkeepers,Mallorca,27,300000,300000
Dominik Kohr,0.0786897945505575,0.0383646521704861,-0.0014635207586515,-0.080153315309209,Stable / Fair,Midfielders,Mainz 05,30,1190000,1800000
Dominik Szoboszlai,0.5392143947001493,0.6096084199796845,0.2986255702332894,-0.24058882446685992,Other,Midfielders,Liverpool,23,4200000,7392822
Dušan Vlahović,0.8849983026483113,0.4293645121535689,1.2350780402246162,0.35007973757630495,Persistent Overvalued,Forwards,Juventus,24,12960000,22220000
Dwight McNeil,-0.4229441089576529,-0.7982345584774873,-0.875542376665738,-0.4525982677080851,Rising Star,Midfielders,Everton,24,1511083,1540171
Désiré Doué,0.3633817781817861,0.0889996478137025,-0.1790512875586678,-0.5424330657404539,Rising Star,Midfielders,Paris Saint-Germain,19,360000,2730000
Eberechi Eze,-0.6787276823679385,0.2219420893913462,0.0508255463737459,0.7295532287416844,Wage Trap,Midfielders,Crystal Palace,26,1813299,6160685
Ederson,-0.6995058281066058,-0.686177998129299,-0.6452155020014416,0.054290326105164155,Persistent Bargain,Goalkeepers,Manchester City,30,6044330,6160685
Edimilson Fernandes,0.4215029442746303,0.4072073060648034,1.0285062168131134,0.6070032725384831,Wage Trap,Midfielders,Brest,28,1980000,1980000
Edmond Tapsoba,0.1033209630340241,0.7598990715188432,0.4882020773163216,0.3848811142822975,Other,Defenders,Leverkusen,25,2260000,5000000
Edon Zhegrova,0.3479552875422698,-0.1320456634831899,-0.0350000868900242,-0.382955374432294,Other,Midfielders,Lille,25,1200000,1200000
Eduardo Camavinga,1.1435255160495237,0.740951424021457,1.112543840484399,-0.030981675565124656,Persistent Overvalued,Midfielders,Real Madrid,21,8330000,12500000
Elliot Anderson,0.3597512848032629,0.0751940677505178,0.2325053434162622,-0.1272459413870007,Other,Midfielders,Nottingham Forest,21,1813299,2464274
Ellyes Skhiri,0.6909177116409833,0.2802416833828758,0.1904398306109875,-0.5004778810299958,Rising Star,Midfielders,Eintracht Frankfurt,29,1700000,2800000
Elseid Hysaj,0.3597366987714725,0.2906182223935758,0.5749348533434482,0.21519815457197566,Other,Defenders,Lazio,30,3700000,5190000
Elvis Rexhbeçaj,0.5493561412688486,0.3583848719335112,0.1768500502095449,-0.37250609105930366,Other,Midfielders,Augsburg,26,1380000,1380000
Emerson,-0.3745214855354586,-0.4227128493774685,0.4420170488452495,0.8165385343807081,Wage Trap,Defenders,Milan,25,2417732,4630000
Emerson Palmieri,0.6665810246335262,0.2647238182616345,0.2558317325396135,-0.4107492920939127,Rising Star,Midfielders,West Ham United,29,5742114,5852651
Emil Audero,1.0273295747563758,0.0081952919829699,0.7567676926529643,-0.2705618821034115,Other,Goalkeepers,Como,27,1480000,1670000
Emil Holm,-0.5421798750904241,-1.4067973322051426,0.2281619740610612,0.7703418491514853,Wage Trap,Defenders,Bologna,24,260000,1030000
Emile Smith Rowe,-0.3161170741644064,-0.7244418759618299,0.4493087251195291,0.7654257992839355,Wage Trap,Midfielders,Fulham,24,2417732,3696411
Emmanuel Gyasi,0.0053555672943517,-0.1471473221977017,-0.4092814258769266,-0.41463699317127833,Rising Star,Midfielders,Empoli,30,1300000,1110000
Emre Can,0.5402361048463344,0.2675853518005961,0.4489035962485008,-0.09133250859783365,Other,Midfielders,Dortmund,30,8800000,8000000
Enzo Fernández,0.9518696251815656,0.4749651195997337,0.11366471825729,-0.8382049069242756,Rising Star,Midfielders,Chelsea,23,10879794,11089233
Enzo Le Fée,-1.4942384630296086,0.7877257531892692,0.63738503691315,2.1316234999427586,Wage Trap,Midfielders,Roma,24,100000,4260000
Enzo Millot,-0.0134964165082376,-0.612810545432632,0.9407690306825264,0.954265447190764,Wage Trap,Midfielders,Stuttgart,22,300000,1890000
Enzo Tchato,-0.1263278298379244,-0.2405092365672132,-0.6065528125103334,-0.48022498267240904,Rising Star,Midfielders,Montpellier,21,90000,120000
Eray Cömert,-0.1319776772675371,0.4584847868986763,0.4375252845442965,0.5695029618118336,Wage Trap,Midfielders,Valladolid,26,1100000,1040000
Eren Dinkçi,-0.0190648699452129,0.0074857783092472,0.8362825842218484,0.8553474541670614,Wage Trap,Midfielders,Freiburg,22,200000,750000
Erhan Mašović,0.1769385932607239,0.6162251808019121,0.6039022725020633,0.4269636792413394,Wage Trap,Midfielders,Bochum,25,640000,1200000
Erling Haaland,0.3663586108773948,0.198291101603349,0.0809209483731336,-0.28543766250426117,Other,Forwards,Manchester City,24,22666238,23102568
Ermedin Demirović,0.0339922352283981,-0.1269879310919446,0.223290801111986,0.1892985658835879,Other,Forwards,Stuttgart,26,1140000,2830000
Ethan Pinnock,-0.4199248971746936,-0.5334217650448547,-0.513634499793973,-0.09370960261927941,Persistent Bargain,Defenders,Brentford,31,1813299,1848205
Evann Guessand,-0.3040937015200757,-1.1040903140904952,-0.1664227170141625,0.1376709845059132,Other,Midfielders,Nice,23,300000,900000
Exequiel Palacios,-0.0073075137156042,0.6942469135793523,0.5605117035511427,0.5678192172667469,Wage Trap,Midfielders,Leverkusen,25,1700000,5000000
Fabian Schär,-0.7976817857473311,-0.807821215227051,-0.8028295936999079,-0.005147807952576855,Persistent Bargain,Defenders,Newcastle United,32,2417732,2772308
Fabiano Parisi,-0.5770310306604216,0.911490193937535,0.7068903049587689,1.2839213356191905,Wage Trap,Midfielders,Fiorentina,23,190000,2780000
Fabio Carvalho,0.4602274232461791,0.5117249920676006,1.41041570998755,0.9501882867413709,Wage Trap,Forwards,Brentford,21,2417732,2464274
Fabio Miretti,-0.3651459111706092,0.5054612741509956,1.173670025718904,1.5388159368895133,Wage Trap,Midfielders,Genoa,20,560000,1850000
Fabián Ruiz Peña,0.2616063372028083,0.0638796617781931,-0.2493607393316672,-0.5109670765344755,Rising Star,Midfielders,Paris Saint-Germain,28,9090000,9090000
Facundo Buonanotte,0.6654209012375674,0.2002118715268306,0.2862491280004153,-0.37917177323715207,Other,Midfielders,Leicester City,19,906650,1540171
Facundo Medina,-1.1281083921175945,0.538415873958705,0.9933270680639534,2.121435460181548,Wage Trap,Defenders,Lens,25,120000,1640000
Falaye Sacko,-1.19769481128154,-1.2258034557575677,-1.3583149127535172,-0.16062010147197725,Persistent Bargain,Defenders,Montpellier,29,140000,140000
Federico Chiesa,1.2475701952926492,0.222218858156177,0.4706819983529691,-0.7768881969396801,Rising Star,Forwards,Liverpool,26,9260000,9241027
Federico Dimarco,-0.0685098134239385,0.3064087970859557,0.2502342217355533,0.3187440351594918,Other,Midfielders,Inter,26,2960000,7410000
Federico Gatti,-0.4446698414251742,-0.5578063812205283,-0.6130341680772169,-0.1683643266520427,Persistent Bargain,Defenders,Juventus,26,1850000,2590000
Federico Valverde,-0.4969064891760268,-0.0338685511259235,0.0831304006322852,0.580036889808312,Wage Trap,Midfielders,Real Madrid,26,8130000,16670000
Felix Nmecha,-2.387548027487496,0.7915599429320714,0.5853740028091181,2.972922030296614,Wage Trap,Midfielders,Dortmund,23,110000,6000000
Ferland Mendy,0.1255559830880948,-0.1497210009184826,-0.1600988936732612,-0.285654876761356,Stable / Fair,Defenders,Real Madrid,29,10420000,10420000
Ferrán Torres,1.2833391558356195,1.002564666485558,0.503668272110346,-0.7796708837252735,Rising Star,Forwards,Barcelona,24,10000000,10000000
Fikayo Tomori,0.4182539065038089,0.1915723423780875,0.1655210532281863,-0.25273285327562256,Other,Defenders,Milan,26,4490000,4490000
Filippo Terracciano,-0.792219980867289,-0.5795614608845412,-0.0089979131830677,0.7832220676842212,Wage Trap,Midfielders,Milan,21,90000,1480000
Finn Dahmen,-1.349934085918079,0.0945933956637041,-0.0129675869507206,1.3369664989673584,Wage Trap,Goalkeepers,Augsburg,26,70000,840000
Finn Ole Becker,-0.553300163091853,-0.8126826563722034,-1.096330290389627,-0.543030127297774,Rising Star,Midfielders,Hoffenheim,24,360000,360000
Florian Lejeune,0.8171754895822527,0.5206911003362631,0.5052749452623324,-0.3119005443199203,Persistent Overvalued,Defenders,Rayo Vallecano,33,1400000,1250000
Florian Neuhaus,0.0001855578399858,0.5402403467702754,0.6007607285387007,0.6005751706987149,Wage Trap,Midfielders,Gladbach,27,1600000,4000000
Florian Sotoca,-1.567849441689681,-0.7326644536011262,-1.270262070273045,0.29758737141663616,Persistent Bargain,Forwards,Lens,33,240000,600000
Florian Thauvin,1.3590334754273954,0.4616227064221014,0.2406643543349496,-1.1183691210924458,Rising Star,Forwards,Udinese,31,2310000,2310000
Florian Wirtz,1.2120253702531103,1.0088544533983654,0.7089011290910143,-0.503124241162096,Rising Star,Midfielders,Leverkusen,21,2500000,4500000
Folarin Balogun,0.7113585827173825,0.6804814254317506,0.8846786624879108,0.17332007977052832,Persistent Overvalued,Forwards,Monaco,23,1800000,5750000
Fran Beltrán,0.0475115221003736,0.6775738573456209,0.5090032623805172,0.4614917402801436,Wage Trap,Midfielders,Celta Vigo,25,900000,2000000
Fran Garcia,-0.2879514370466509,-0.2058205811400437,-0.535554619805044,-0.24760318275839316,Other,Defenders,Real Madrid,24,200000,5210000
Francesco Acerbi,-0.6083135553024608,-0.5757763225168766,-0.4443684596289206,0.1639450956735402,Persistent Bargain,Defenders,Inter,36,2780000,2780000
Franck Honorat,-0.0248613193075062,-0.680392010683148,-0.7462792031104595,-0.7214178838029532,Rising Star,Midfielders,Gladbach,27,600000,1250000
Franco Cervi,0.5849604235293633,0.2424408848307067,-0.036149438849474,-0.6211098623788373,Rising Star,Midfielders,Celta Vigo,30,2500000,1200000
Frederik Rønnow,-0.3659652436934841,-0.4044348754893807,0.0914104202743537,0.4573756639678378,Wage Trap,Goalkeepers,Union Berlin,31,700000,1200000
Fredrik Jensen,-0.1837035284489818,-0.4016416546151262,-0.4201141710175236,-0.23641064256854177,Other,Midfielders,Augsburg,26,410000,560000
Frenkie de Jong,1.5066815444492256,1.5341424172926992,0.7466528851571432,-0.7600286592920824,Rising Star,Midfielders,Barcelona,27,37500000,19000000
Gabriel Gudmundsson,-0.3297577004815952,-0.7379254525832319,-0.9464075016297252,-0.6166498011481301,Rising Star,Midfielders,Lille,25,400000,400000
Gabriel Jesus,0.6249148957461053,0.227852217588385,0.6184534800227564,-0.006461415723348907,Other,Forwards,Arsenal,27,16017475,16325815
Gabriel Magalhães,-0.7592320025897816,-0.2133531634477954,-0.3143709689601639,0.4448610336296177,Wage Trap,Defenders,Arsenal,26,3022165,6160685
Gabriel Martinelli,0.7184671435599004,0.2839764329537217,0.2327743389825034,-0.48569280457739694,Rising Star,Forwards,Arsenal,23,10879794,11089233
Gabriel Strefezza,-0.2742480219497683,-0.0173118008103543,-0.896745804658643,-0.6224977827088747,Rising Star,Midfielders,Como,27,460000,740000
Gavi,1.3727142735639095,1.297064900783731,1.0309280590409156,-0.34178621452299396,Persistent Overvalued,Midfielders,Barcelona,19,6800000,6800000
Geoffrey Kondogbia,0.6194460301684348,0.4751331369179219,0.6632668004215798,0.043820770253145014,Persistent Overvalued,Midfielders,Marseille,31,6900000,5400000
Gerard Gumbau,-0.9249561688440604,-0.4375896794403004,0.0033696708892598,0.9283258397333202,Wage Trap,Midfielders,Rayo Vallecano,29,210000,650000
Gerard Moreno,-0.0161448540964066,-0.1755507877757836,0.3134267523083291,0.3295716064047357,Other,Forwards,Villarreal,32,3620000,3620000
Giangiacomo Magnani,0.40353398701561,0.1378407571724675,0.1607698780751487,-0.2427641089404613,Other,Defenders,Hellas Verona,28,1110000,1110000
Gianluca Caprari,0.2894756506009788,0.5613238189270913,0.135357649459987,-0.1541180011409918,Other,Midfielders,Monza,31,1670000,1670000
Gianluca Mancini,0.5690095865309477,0.402536254955395,0.2239807906635995,-0.3450287958673482,Other,Defenders,Roma,28,6480000,6480000
Gianluigi Donnarumma,1.949227764442844,2.020343372683202,1.7815277771015785,-0.16769998734126546,Persistent Overvalued,Goalkeepers,Paris Saint-Germain,25,12730000,12730000
Giorgi Mamardashvili,0.3052949436184597,0.4535044826648118,0.3290920716728198,0.023797128054360073,Persistent Overvalued,Goalkeepers,Valencia,23,1500000,1500000
Giorgio Scalvini,0.4461922087724783,0.1100802813717845,0.0786271414166783,-0.36756506735579997,Other,Defenders,Atalanta,20,560000,560000
Giovani Lo Celso,0.8023953007011819,-0.497389683992127,0.2569227135286809,-0.545472587172501,Rising Star,Midfielders,Real Betis,28,4120000,4160000
Giovanni Di Lorenzo,0.2106089276776419,0.3071381248888052,0.2601611957744119,0.04955226809676999,Other,Defenders,Napoli,30,4440000,5560000
Giovanni Simeone,-0.1459982910791879,-0.1944906234099122,-0.2395960062583597,-0.09359771517917179,Other,Forwards,Napoli,29,3330000,3330000
Giuseppe Pezzella,0.1447132357396103,0.4134673641863742,-0.2676942509269331,-0.4124074866665434,Rising Star,Midfielders,Empoli,26,650000,930000
Gleison Bremer,0.7920448095277806,0.5898892734325578,0.8247264281944293,0.03268161866664876,Persistent Overvalued,Defenders,Juventus,27,9260000,9260000
Gorka Guruzeta,-2.4542072516998736,-2.656055905757899,-0.743146050132804,1.7110612015670696,Wage Trap,Forwards,Athletic Club,27,250000,2080000
Granit Xhaka,-0.4314936700795808,-0.1746549909604873,-0.2001356616900054,0.23135800838957538,Other,Midfielders,Leverkusen,31,7253196,4150000
Gregor Kobel,-0.1129334213466499,1.3464789313618295,1.0253550891597474,1.1382885105063973,Wage Trap,Goalkeepers,Dortmund,26,2040000,9000000
Grigoris Kastanos,-1.2872000442514224,-1.6404905348236465,-1.4346446380505782,-0.14744459379915575,Persistent Bargain,Midfielders,Hellas Verona,26,190000,190000
Grischa Prömel,-0.4039617234637589,-0.8858093903706852,-0.6282044284928823,-0.22424270502912336,Persistent Bargain,Midfielders,Hoffenheim,29,960000,840000
Guglielmo Vicario,0.3731762025224832,-0.3470982130638731,0.0596389669890609,-0.3135372355334223,Other,Goalkeepers,Tottenham Hotspur,27,1110000,4620514
Guido Rodríguez,-0.2983464204276398,-0.3936109623801798,-0.0503103150880637,0.2480361053395761,Other,Midfielders,West Ham United,30,1700000,4620514
Gvidas Gineitis,-0.8214902153988568,0.0984076801470266,0.4461465629008536,1.2676367782997104,Wage Trap,Midfielders,Torino,20,110000,1110000
Habib Diarra,1.642951784822536,1.2330074788428114,0.8793840135765816,-0.7635677712459543,Rising Star,Midfielders,Strasbourg,20,1140000,1280000
Hakan Çalhanoğlu,0.5373239793702709,0.4942595024192808,0.4536790697848101,-0.08364490958546078,Persistent Overvalued,Midfielders,Inter,30,9260000,11110000
Hamari Traoré,0.5473742843889866,0.0702961316404984,0.2528968008320102,-0.2944774835569764,Other,Defenders,Real Sociedad,32,2160000,2400000
Hans Hateboer,-0.0691350422815801,-0.2453439796128371,0.1485749725717777,0.2177100148533578,Other,Midfielders,Rennes,30,1480000,1460000
Hans Nicolussi Caviglia,0.0825054363176391,-1.903937513207376,-0.981008420189042,-1.063513856506681,Rising Star,Midfielders,Venezia,24,390000,370000
Harrison Reed,-0.4654448426545681,0.105881815223233,0.0264543567943587,0.4918991994489268,Wage Trap,Midfielders,Fulham,29,1813299,3080342
Harry Kane,-0.1483734819481199,0.4710918569858471,0.8088781244106684,0.9572516063587884,Wage Trap,Forwards,Bayern Munich,31,12088660,25000000
Harry Maguire,0.2769063890840044,0.0230547090274662,-0.0655547275887222,-0.3424611166727266,Other,Defenders,Manchester Utd,31,11484227,11705301
Harry Toffolo,-0.8597163970856609,-0.253927055916046,-0.2675369370113234,0.5921794600743375,Wage Trap,Defenders,Nottingham Forest,28,906650,2156240
Harry Wilson,0.0112230936625667,-0.3892079709112774,-0.5190321696762439,-0.5302552633388106,Rising Star,Midfielders,Fulham,27,2115516,2156240
Harvey Barnes,-0.4651450394823229,0.1049676314544516,-0.4132534452396843,0.05189159424263856,Other,Forwards,Newcastle United,26,2115516,4928548
Harvey Elliott,0.3153304017530516,-0.1197198764155995,-0.2420999186065913,-0.5574303203596429,Rising Star,Midfielders,Liverpool,21,2417732,2464274
Henrikh Mkhitaryan,-0.1451044120661713,-0.3907769195182311,-0.2968170519981328,-0.1517126399319615,Other,Midfielders,Inter,35,4870000,4870000
Hicham Boudaoui,-0.5797637258939989,-0.132389003826205,-0.5269203217680811,0.052843404125917814,Other,Midfielders,Nice,24,290000,600000
Hiroki Ito,0.3604728488621482,0.9432144942880748,-0.4955619919457081,-0.8560348408078563,Rising Star,Defenders,Bayern Munich,25,1150000,3780000
Hugo Duro,0.774366975339607,0.5116649671331004,0.9030938347752356,0.12872685943562867,Persistent Overvalued,Forwards,Valencia,24,2890000,4170000
Hugo Guillamón,0.694619120362308,0.6436377613324193,0.4948691988571987,-0.19974992150510928,Persistent Overvalued,Midfielders,Valencia,24,1920000,1920000
Hugo Magnetti,-2.1773920264257107,-0.2010402314091415,0.105368162793999,2.28276018921971,Wage Trap,Midfielders,Brest,26,50000,820000
Hwang Hee-chan,0.1822783922938722,0.5989143563624406,0.3000759098566536,0.11779751756278142,Other,Midfielders,Wolves,28,1813299,4312479
Héctor Bellerín,-0.9412938847105092,0.61770291696374,0.6140771515400694,1.5553710362505786,Wage Trap,Defenders,Real Betis,29,2500000,3120000
Iago Aspas,-0.0157631391879462,-0.0725405462644115,0.3655746640121613,0.3813378032001075,Other,Forwards,Celta Vigo,36,2600000,2900000
Ibrahim Sulemana,-0.901534175795085,0.4226667775233022,0.2942403923048289,1.195774568099914,Wage Trap,Midfielders,Atalanta,21,70000,930000
Ibrahima Konaté,0.2909036943474845,0.0580892495170033,-0.2768190102227859,-0.5677227045702704,Rising Star,Defenders,Liverpool,25,4231031,4312479
Ibrahima Sissoko,-0.5990375796841239,-0.915041481244632,0.6970723490562172,1.296109928740341,Wage Trap,Midfielders,Bochum,26,330000,1500000
Idrissa Gana Gueye,-0.1089461403368545,-0.0962306677370818,0.1257597075673118,0.23470584790416632,Stable / Fair,Midfielders,Everton,34,4835464,7392822
Iglesias,-1.117485370940642,-1.248099863771925,-1.567350105930963,-0.44986473499032087,Rising Star,Midfielders,Getafe,26,180000,180000
Igor,-0.653458940034815,0.13425910036689,0.0783290786865311,0.7317880187213461,Wage Trap,Defenders,Brighton,26,900000,2772308
Igor Zubeldia,0.3584530131092638,0.1168234057490256,0.0056895285128604,-0.3527634845964034,Other,Defenders,Real Sociedad,27,2000000,2000000
Illia Zabarnyi,0.9306253658954766,0.2555224612642544,0.6256704674022302,-0.3049548984932464,Other,Defenders,Bournemouth,21,1511083,3080342
Isaac Palazón Camacho,-0.491958307260651,0.2475960955462692,0.2502166932523355,0.7421750005129865,Wage Trap,Midfielders,Rayo Vallecano,29,500000,1200000
Isco,-0.1224869272451272,0.4846644866080467,0.531153175987102,0.6536401032322292,Wage Trap,Midfielders,Real Betis,32,2500000,6250000
Ismaily,0.2989040107207277,0.1201195217146668,0.2377640308138389,-0.0611399799068888,Other,Defenders,Lille,34,1800000,1800000
Ismaël Doukouré,0.5964605770879832,0.3001829730101182,-0.0480047045782505,-0.6444652816662336,Rising Star,Midfielders,Strasbourg,21,400000,400000
Issa Diop,0.6006733046558228,0.426009178895713,0.2863882758099869,-0.3142850288458359,Other,Defenders,Fulham,27,4231031,4312479
Ivan Ordets,0.0024860575679017,0.605085391214395,0.5264476420670956,0.5239615844991939,Wage Trap,Defenders,Bochum,32,1040000,1890000
Ivan Provedel,-0.5292032778719449,-0.3635497184893737,0.2100795423488328,0.7392828202207777,Wage Trap,Goalkeepers,Lazio,30,1850000,3700000
Iván Balliu,-0.2426538225604204,-0.2940123500700959,-0.0936057668135372,0.14904805574688318,Other,Defenders,Rayo Vallecano,32,450000,450000
Iván Martín,-0.5466712471712523,-0.4973831748716879,0.5703044375405124,1.1169756847117647,Wage Trap,Midfielders,Girona,25,350000,1660000
Iván Villar,0.1492872914944527,-0.828161768159493,0.6449169451431356,0.4956296536486829,Wage Trap,Goalkeepers,Celta Vigo,27,990000,1040000
Iñaki Williams,0.804308653902698,1.160014673044783,1.1709683712855128,0.3666597173828148,Persistent Overvalued,Midfielders,Athletic Club,30,11400000,11400000
Iñigo Lekue,0.0559764347402857,-0.561986870779057,-0.4668826033755557,-0.5228590381158414,Rising Star,Defenders,Athletic Club,31,1500000,1000000
Iñigo Martínez,1.77035872500384,-0.0141878115522118,-0.18024937050399,-1.95060809550783,Rising Star,Defenders,Barcelona,33,8870000,9380000
Iñigo Ruiz de Galarreta,-0.2071203303879532,-1.0747757457149003,-1.0979754926434744,-0.8908551622555212,Rising Star,Midfielders,Athletic Club,30,660000,760000
Jack Grealish,0.4876157287867109,0.61129797731952,0.5279080256852708,0.040292296898559954,Persistent Overvalued,Midfielders,Manchester City,28,18132991,18482055
Jack Harrison,0.3408307235699244,0.2157342262244732,0.1148757388529428,-0.22595498471698158,Other,Midfielders,Everton,27,5439897,5544616
Jacob Murphy,-0.6724546722478042,-0.8725793423357135,-1.235850736155296,-0.5633960639074918,Rising Star,Forwards,Newcastle United,29,2115516,2156240
Jacopo Fazzini,-0.6544541110766513,-0.8559961153384723,-1.221192653501392,-0.5667385424247406,Rising Star,Midfielders,Empoli,21,110000,150000
Jaime Mata,0.4344274590970869,0.2406850008395231,0.5662825193820318,0.13185506028494487,Other,Midfielders,Las Palmas,35,2140000,1560000
Jaka Bijol,0.3648433112671778,0.2551368355975061,-0.1042425686217534,-0.4690858798889312,Rising Star,Defenders,Udinese,25,1030000,1030000
Jakub Kamiński,0.0349133154147836,0.0415559758367702,0.2012575104000067,0.1663441949852231,Other,Midfielders,Wolfsburg,22,1020000,1150000
Jakub Kiwior,-1.1932869754940807,-0.1758812984956357,-0.3480735635168202,0.8452134119772605,Wage Trap,Defenders,Arsenal,24,130000,3573197
Jamal Musiala,0.055631736310266,-0.1796954248879014,-0.573777279179934,-0.6294090154902,Rising Star,Midfielders,Bayern Munich,21,5000000,5000000
James Maddison,0.460674222789958,0.1886836429336931,0.1077180632104592,-0.35295615957949883,Other,Midfielders,Tottenham Hotspur,27,6648763,10473164
James Milner,-0.1990156156452815,0.4419938662312628,0.3285802550307526,0.5275958706760341,Wage Trap,Midfielders,Brighton,38,3626598,3696411
Jamie Gittens,-1.189314326259851,0.8251701543351686,0.3533420112725043,1.5426563375323552,Wage Trap,Midfielders,Dortmund,19,300000,3000000
Jamie Leweling,1.365762259588891,0.4080517723764494,0.8133115569713105,-0.5524507026175804,Rising Star,Midfielders,Stuttgart,23,1020000,1800000
Jan Oblak,1.74820630691824,1.4235957873981366,1.400022427210649,-0.3481838797075911,Persistent Overvalued,Goalkeepers,Atlético Madrid,31,20830000,20830000
Jan Paul van Hecke,-1.3171938363915814,-0.0923230370212575,-0.3810157870301527,0.9361780493614287,Wage Trap,Defenders,Brighton,24,302217,1848205
Janik Haberer,-0.2761596511703175,-0.201904199196278,-0.2471778137590377,0.0289818374112798,Other,Midfielders,Union Berlin,30,1080000,1200000
Jarrod Bowen,-0.2551569774941988,0.167058154068691,0.2241189290811842,0.479275906575383,Wage Trap,Midfielders,West Ham United,27,3626598,9241027
