Team,Player,Nation,Pos,Age,Weekly Wages,Annual Wages,Notes
Lecce,Gabriel Strefezza,BRA,"FW,MF",25.0,"€ 8,846 (£ 7,610, $9,673)","€ 460,000 (£ 395,743, $502,992)",
Bologna,Gabriele Corbo,ITA,,23.0,"€ 10,769 (£ 9,265, $11,776)","€ 560,000 (£ 481,774, $612,338)",Unverified estimation
Monza,Gabriele Ferrarini,ITA,DF,22.0,"€ 7,115 (£ 6,121, $7,780)","€ 370,000 (£ 318,315, $404,580)",Unverified estimation
Empoli,Gabriele Guarino,ITA,DF,18.0,"€ 712 (£ 612, $778)","€ 37,000 (£ 31,831, $40,458)",Unverified estimation
Fiorentina,Gaetano Castrovilli,ITA,MF,25.0,"€ 49,808 (£ 42,850, $54,463)","€ 2,590,000 (£ 2,228,204, $2,832,063)",
Chelsea,Gaga Slonina,USA,,18.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",Unverified estimation
Bologna,Gary Medel,CHI,"MF,DF",34.0,"€ 36,923 (£ 31,765, $40,374)","€ 1,920,000 (£ 1,651,796, $2,099,444)",
Getafe,Gastón Álvarez,URU,DF,22.0,"€ 34,615 (£ 29,780, $37,851)","€ 1,800,000 (£ 1,548,559, $1,968,229)",Unverified estimation
Troyes,Gauthier Gallon,FRA,GK,29.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Auxerre,Gauthier Hein,FRA,MF,25.0,"€ 5,769 (£ 4,963, $6,308)","€ 300,000 (£ 258,093, $328,038)",Unverified estimation
Barcelona,Gavi,ESP,MF,17.0,"€ 130,769 (£ 112,502, $142,991)","€ 6,800,000 (£ 5,850,110, $7,435,532)",Unverified estimation
Southampton,Gavin Bazunu,IRL,GK,20.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",Unverified estimation
Auxerre,Gaëtan Charbonnier,FRA,FW,33.0,"€ 6,731 (£ 5,791, $7,360)","€ 350,000 (£ 301,109, $382,711)",Unverified estimation
Nice,Gaëtan Laborde,FRA,FW,28.0,"€ 41,538 (£ 35,736, $45,421)","€ 2,160,000 (£ 1,858,270, $2,361,875)",Unverified estimation
Auxerre,Gaëtan Perrin,FRA,"MF,FW",26.0,"€ 5,962 (£ 5,129, $6,519)","€ 310,000 (£ 266,696, $338,973)",Unverified estimation
Lorient,Gedeon Kalulu,COD,"DF,MF",24.0,"€ 10,385 (£ 8,934, $11,355)","€ 540,000 (£ 464,568, $590,469)",Unverified estimation
Monaco,Gelson Martins,POR,MF,27.0,"€ 69,231 (£ 59,560, $75,701)","€ 3,600,000 (£ 3,097,117, $3,936,458)",
Union Berlin,Genki Haraguchi,JPN,MF,31.0,"€ 6,731 (£ 5,791, $7,360)","€ 350,000 (£ 301,109, $382,711)",Unverified estimation
Atlético Madrid,Geoffrey Kondogbia,CTA,MF,29.0,"€ 132,692 (£ 114,157, $145,094)","€ 6,900,000 (£ 5,936,141, $7,544,878)",
Köln,Georg Strauch,GER,DF,21.0,"€ 2,308 (£ 1,985, $2,523)","€ 120,000 (£ 103,237, $131,215)",Unverified estimation
Leeds United,Georginio Rutter,FRA,FW,20.0,"£ 70,000 (€ 81,366, $88,971)","£ 3,640,000 (€ 4,231,031, $4,626,466)",
Roma,Georginio Wijnaldum,NED,MF,31.0,"€ 123,269 (£ 106,050, $134,790)","€ 6,410,000 (£ 5,514,589, $7,009,082)",
Udinese,Gerard Deulofeu,ESP,FW,28.0,"€ 24,615 (£ 21,177, $26,916)","€ 1,280,000 (£ 1,101,197, $1,399,630)",
Elche,Gerard Gumbau,ESP,MF,27.0,"€ 4,038 (£ 3,474, $4,416)","€ 210,000 (£ 180,665, $229,627)",Unverified estimation
Villarreal,Gerard Moreno,ESP,FW,30.0,"€ 69,615 (£ 59,891, $76,122)","€ 3,620,000 (£ 3,114,323, $3,958,327)",
Barcelona,Gerard Piqué,ESP,DF,35.0,"€ 567,308 (£ 488,061, $620,329)","€ 29,500,000 (£ 25,379,155, $32,257,088)",
Sampdoria,Gerard Yepes,ESP,MF,19.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Real Betis,Germán Pezzella,ARG,DF,31.0,"€ 48,077 (£ 41,361, $52,570)","€ 2,500,000 (£ 2,150,776, $2,733,652)",Unverified estimation
Bochum,Gerrit Holtmann,PHI,"MF,FW",27.0,"€ 8,654 (£ 7,445, $9,463)","€ 450,000 (£ 387,140, $492,057)",Unverified estimation
Marseille,Gerson,BRA,"MF,FW",25.0,"€ 76,923 (£ 66,178, $84,112)","€ 4,000,000 (£ 3,441,241, $4,373,842)",
Strasbourg,Gerzino Nyamsi,CMR,DF,25.0,"€ 8,654 (£ 7,445, $9,463)","€ 450,000 (£ 387,140, $492,057)",Unverified estimation
Villarreal,Gerónimo Rulli,ARG,GK,30.0,"€ 104,231 (£ 89,671, $113,972)","€ 5,420,000 (£ 4,662,882, $5,926,556)",
Ajaccio,Ghjuvanni Quilichini,FRA,GK,19.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Fiorentina,Giacomo Bonaventura,ITA,MF,32.0,"€ 53,462 (£ 45,994, $58,458)","€ 2,780,000 (£ 2,391,663, $3,039,820)",
Cremonese,Giacomo Quagliata,ITA,"MF,DF",22.0,"€ 5,000 (£ 4,302, $5,467)","€ 260,000 (£ 223,681, $284,300)",
Napoli,Giacomo Raspadori,ITA,FW,22.0,"€ 89,038 (£ 76,601, $97,360)","€ 4,630,000 (£ 3,983,237, $5,062,723)",
Sassuolo,Gian Marco Ferrari,ITA,DF,30.0,"€ 21,346 (£ 18,364, $23,341)","€ 1,110,000 (£ 954,944, $1,213,741)",
Hellas Verona,Giangiacomo Magnani,ITA,DF,26.0,"€ 21,346 (£ 18,364, $23,341)","€ 1,110,000 (£ 954,944, $1,213,741)",
Monza,Gianluca Caprari,ITA,"MF,FW",29.0,"€ 32,115 (£ 27,629, $35,117)","€ 1,670,000 (£ 1,436,718, $1,826,079)",
Napoli,Gianluca Gaetano,ITA,MF,22.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",
Roma,Gianluca Mancini,ITA,DF,26.0,"€ 124,615 (£ 107,208, $136,262)","€ 6,480,000 (£ 5,574,811, $7,085,625)",
Sassuolo,Gianluca Pegolo,ITA,GK,41.0,"€ 17,885 (£ 15,386, $19,556)","€ 930,000 (£ 800,089, $1,016,918)",
Cremonese,Gianluca Saro,ITA,GK,22.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
West Ham United,Gianluca Scamacca,ITA,FW,23.0,"£ 90,000 (€ 104,613, $114,391)","£ 4,680,000 (€ 5,439,897, $5,948,314)",
Paris Saint-Germain,Gianluigi Donnarumma,ITA,GK,23.0,"€ 244,808 (£ 210,611, $267,688)","€ 12,730,000 (£ 10,951,751, $13,919,753)",
Auxerre,Gideon Mensah,GHA,"DF,MF",24.0,"€ 8,077 (£ 6,949, $8,832)","€ 420,000 (£ 361,330, $459,253)",Unverified estimation
Dortmund,Gio Reyna,USA,"MF,FW",19.0,"€ 2,500 (£ 2,151, $2,734)","€ 130,000 (£ 111,840, $142,150)",Unverified estimation
Valencia,Giorgi Mamardashvili,GEO,GK,21.0,"€ 28,846 (£ 24,817, $31,542)","€ 1,500,000 (£ 1,290,466, $1,640,191)",Unverified estimation
Atalanta,Giorgio Scalvini,ITA,DF,18.0,"€ 10,769 (£ 9,265, $11,776)","€ 560,000 (£ 481,774, $612,338)",Unverified estimation
Bologna,Giorgos Kyriakopoulos,GRE,"DF,MF",26.0,"€ 9,808 (£ 8,438, $10,724)","€ 510,000 (£ 438,758, $557,665)",
Villarreal,Giovani Lo Celso,ARG,"MF,FW",26.0,"€ 79,231 (£ 68,163, $86,636)","€ 4,120,000 (£ 3,544,479, $4,505,058)",
Napoli,Giovanni Di Lorenzo,ITA,DF,28.0,"€ 85,385 (£ 73,457, $93,365)","€ 4,440,000 (£ 3,819,778, $4,854,965)",
Mallorca,Giovanni González,URU,"DF,MF",27.0,"€ 15,385 (£ 13,236, $16,822)","€ 800,000 (£ 688,248, $874,768)",Unverified estimation
Napoli,Giovanni Simeone,ARG,FW,27.0,"€ 64,038 (£ 55,093, $70,024)","€ 3,330,000 (£ 2,864,833, $3,641,224)",
Nottingham Forest,Giulian Biancone,FRA,"DF,MF",22.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",Unverified estimation
Monza,Giulio Donati,ITA,"DF,MF",32.0,"€ 6,731 (£ 5,791, $7,360)","€ 350,000 (£ 301,109, $382,711)",Unverified estimation
Salernitana,Giulio Maggiore,ITA,MF,24.0,"€ 35,577 (£ 30,607, $38,902)","€ 1,850,000 (£ 1,591,574, $2,022,902)",
Lecce,Giuseppe Pezzella,ITA,DF,24.0,"€ 12,500 (£ 10,754, $13,668)","€ 650,000 (£ 559,202, $710,749)",
Juventus,Gleison Bremer,BRA,DF,25.0,"€ 178,077 (£ 153,201, $194,720)","€ 9,260,000 (£ 7,966,474, $10,125,445)",
Cremonese,Gonzalo Escalante,ARG,MF,29.0,"€ 34,808 (£ 29,945, $38,061)","€ 1,810,000 (£ 1,557,162, $1,979,164)",
Almería,Gonzalo Melero,ESP,MF,28.0,"€ 10,385 (£ 8,934, $11,355)","€ 540,000 (£ 464,568, $590,469)",Unverified estimation
Sevilla,Gonzalo Montiel,ARG,DF,25.0,"€ 26,538 (£ 22,831, $29,019)","€ 1,380,000 (£ 1,187,228, $1,508,976)",Unverified estimation
Valladolid,Gonzalo Plata,ECU,"FW,MF",21.0,"€ 9,231 (£ 7,941, $10,093)","€ 480,000 (£ 412,949, $524,861)",Unverified estimation
Elche,Gonzalo Verdú,ESP,DF,33.0,"€ 2,981 (£ 2,564, $3,259)","€ 155,000 (£ 133,348, $169,486)",Unverified estimation
Sampdoria,Gonzalo Villar,ESP,MF,24.0,"€ 29,615 (£ 25,478, $32,383)","€ 1,540,000 (£ 1,324,878, $1,683,929)",
Wolves,Gonçalo Guedes,POR,"FW,MF",25.0,"£ 90,000 (€ 104,613, $114,391)","£ 4,680,000 (€ 5,439,897, $5,948,314)",Unverified estimation
Celta Vigo,Gonçalo Paciência,POR,FW,27.0,"€ 15,000 (£ 12,905, $16,402)","€ 780,000 (£ 671,042, $852,899)",Unverified estimation
Nantes,Gor Manvelyan,ARM,MF,20.0,"€ 385 (£ 331, $421)","€ 20,000 (£ 17,206, $21,869)",Unverified estimation
Athletic Club,Gorka Guruzeta,ESP,FW,25.0,"€ 4,808 (£ 4,136, $5,257)","€ 250,000 (£ 215,078, $273,365)",Unverified estimation
Arsenal,Granit Xhaka,SUI,MF,29.0,"£ 120,000 (€ 139,485, $152,521)","£ 6,240,000 (€ 7,253,196, $7,931,085)",Unverified estimation
Dortmund,Gregor Kobel,SUI,GK,24.0,"€ 39,231 (£ 33,751, $42,897)","€ 2,040,000 (£ 1,755,033, $2,230,660)",Unverified estimation
Clermont Foot,Grejohn Kyei,FRA,FW,26.0,"€ 5,769 (£ 4,963, $6,308)","€ 300,000 (£ 258,093, $328,038)",Unverified estimation
Salernitana,Grigoris Kastanos,CYP,MF,24.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",
Hoffenheim,Grischa Prömel,GER,MF,27.0,"€ 18,462 (£ 15,883, $20,187)","€ 960,000 (£ 825,898, $1,049,722)",Unverified estimation
Brest,Grégoire Coudert,FRA,GK,23.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Sassuolo,Grégoire Defrel,MTQ,FW,31.0,"€ 30,192 (£ 25,975, $33,014)","€ 1,570,000 (£ 1,350,687, $1,716,733)",
Rennes,Guela Doué,CIV,DF,19.0,"€ 577 (£ 496, $631)","€ 30,000 (£ 25,809, $32,804)",Unverified estimation
Empoli,Guglielmo Vicario,ITA,GK,25.0,"€ 21,346 (£ 18,364, $23,341)","€ 1,110,000 (£ 954,944, $1,213,741)",
Almería,Gui Guedes,POR,MF,20.0,"€ 3,077 (£ 2,647, $3,365)","€ 160,000 (£ 137,650, $174,954)",Unverified estimation
Real Betis,Guido Rodríguez,ARG,MF,28.0,"€ 32,692 (£ 28,126, $35,748)","€ 1,700,000 (£ 1,462,528, $1,858,883)",Unverified estimation
Monaco,Guillermo Maripán,CHI,DF,28.0,"€ 34,615 (£ 29,780, $37,851)","€ 1,800,000 (£ 1,548,559, $1,968,229)",Unverified estimation
Salernitana,Guillermo Ochoa,MEX,GK,37.0,"€ 28,462 (£ 24,486, $31,122)","€ 1,480,000 (£ 1,273,259, $1,618,322)",
Nottingham Forest,Gustavo Scarpa,BRA,MF,28.0,"£ 30,000 (€ 34,871, $38,130)","£ 1,560,000 (€ 1,813,299, $1,982,771)",
Torino,Gvidas Gineitis,LTU,MF,18.0,"€ 2,115 (£ 1,820, $2,313)","€ 110,000 (£ 94,634, $120,281)",Unverified estimation
Dortmund,Göktan Gürpüz,GER,AM,20.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Strasbourg,Habib Diallo,SEN,FW,27.0,"€ 11,731 (£ 10,092, $12,827)","€ 610,000 (£ 524,789, $667,011)",Unverified estimation
Strasbourg,Habib Diarra,SEN,"MF,FW",18.0,"€ 21,923 (£ 18,861, $23,972)","€ 1,140,000 (£ 980,754, $1,246,545)",Unverified estimation
Inter,Hakan Çalhanoğlu,TUR,MF,28.0,"€ 178,077 (£ 153,201, $194,720)","€ 9,260,000 (£ 7,966,474, $10,125,445)",
Chelsea,Hakim Ziyech,MAR,MF,29.0,"£ 100,000 (€ 116,237, $127,101)","£ 5,200,000 (€ 6,044,330, $6,609,237)",
Angers,Halid Šabanović,BIH,"DF,MF",22.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Rennes,Hamari Traoré,MLI,DF,30.0,"€ 41,538 (£ 35,736, $45,421)","€ 2,160,000 (£ 1,858,270, $2,361,875)",
Sassuolo,Hamed Junior Traorè,CIV,"MF,FW",22.0,"€ 17,885 (£ 15,386, $19,556)","€ 930,000 (£ 800,089, $1,016,918)",
Auxerre,Hamza Sakhi,FRA,MF,26.0,"€ 5,192 (£ 4,467, $5,678)","€ 270,000 (£ 232,284, $295,234)",Unverified estimation
Gladbach,Hannes Wolf,AUT,MF,23.0,"€ 19,231 (£ 16,544, $21,028)","€ 1,000,000 (£ 860,310, $1,093,461)",Unverified estimation
Atalanta,Hans Hateboer,NED,"MF,DF",28.0,"€ 28,462 (£ 24,486, $31,122)","€ 1,480,000 (£ 1,273,259, $1,618,322)",
Salernitana,Hans Nicolussi Caviglia,ITA,MF,22.0,"€ 7,500 (£ 6,452, $8,201)","€ 390,000 (£ 335,521, $426,450)",Unverified estimation
Brest,Haris Belkebla,ALG,MF,28.0,"€ 10,385 (£ 8,934, $11,355)","€ 540,000 (£ 464,568, $590,469)",
Newcastle United,Harrison Ashby,SCO,DF,20.0,"£ 10,000 (€ 11,624, $12,710)","£ 520,000 (€ 604,433, $660,924)",Unverified estimation
Fulham,Harrison Reed,ENG,MF,27.0,"£ 30,000 (€ 34,871, $38,130)","£ 1,560,000 (€ 1,813,299, $1,982,771)",Unverified estimation
Nottingham Forest,Harry Arter,IRL,,32.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",Unverified estimation
Tottenham Hotspur,Harry Kane,ENG,FW,29.0,"£ 200,000 (€ 232,474, $254,201)","£ 10,400,000 (€ 12,088,660, $13,218,475)",
Manchester Utd,Harry Maguire,ENG,DF,29.0,"£ 190,000 (€ 220,851, $241,491)","£ 9,880,000 (€ 11,484,227, $12,557,551)",
Leicester City,Harry Souttar,AUS,DF,23.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",Unverified estimation
Nottingham Forest,Harry Toffolo,ENG,"DF,MF",26.0,"£ 15,000 (€ 17,436, $19,065)","£ 780,000 (€ 906,650, $991,386)",Unverified estimation
Fulham,Harry Wilson,WAL,MF,25.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",Unverified estimation
Sampdoria,Harry Winks,ENG,MF,26.0,"€ 23,269 (£ 20,019, $25,444)","€ 1,210,000 (£ 1,040,976, $1,323,087)",Unverified estimation
Leicester City,Harvey Barnes,ENG,"MF,FW",24.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",Unverified estimation
Liverpool,Harvey Elliott,ENG,MF,19.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",Unverified estimation
Elche,Helibelton Palacios,COL,"DF,MF",29.0,"€ 2,981 (£ 2,564, $3,259)","€ 155,000 (£ 133,348, $169,486)",Unverified estimation
Schalke 04,Henning Matriciani,GER,DF,22.0,"€ 5,192 (£ 4,467, $5,678)","€ 270,000 (£ 232,284, $295,234)",Unverified estimation
Inter,Henrikh Mkhitaryan,ARM,MF,33.0,"€ 93,654 (£ 80,571, $102,407)","€ 4,870,000 (£ 4,189,711, $5,325,153)",
Lyon,Henrique,BRA,"DF,MF",28.0,"€ 16,346 (£ 14,063, $17,874)","€ 850,000 (£ 731,264, $929,442)",Unverified estimation
Nice,Hicham Boudaoui,ALG,MF,22.0,"€ 5,577 (£ 4,798, $6,098)","€ 290,000 (£ 249,490, $317,104)",Unverified estimation
Angers,Himad Abdelli,ALG,"MF,FW",22.0,"€ 2,308 (£ 1,985, $2,523)","€ 120,000 (£ 103,237, $131,215)",Unverified estimation
Stuttgart,Hiroki Ito,JPN,DF,23.0,"€ 22,115 (£ 19,026, $24,182)","€ 1,150,000 (£ 989,357, $1,257,480)",Unverified estimation
Napoli,Hirving Lozano,MEX,FW,27.0,"€ 98,654 (£ 84,873, $107,874)","€ 5,130,000 (£ 4,413,392, $5,609,453)",
Almería,Houboulang Mendes,GNB,DF,24.0,"€ 5,769 (£ 4,963, $6,308)","€ 300,000 (£ 258,093, $328,038)",Unverified estimation
Lyon,Houssem Aouar,ALG,"MF,FW",24.0,"€ 71,538 (£ 61,545, $78,224)","€ 3,720,000 (£ 3,200,355, $4,067,673)",
Eintracht Frankfurt,Hrvoje Smolčić,CRO,DF,21.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Napoli,Hubert Idasiak,POL,GK,20.0,"€ 1,346 (£ 1,158, $1,472)","€ 70,000 (£ 60,222, $76,542)",Unverified estimation
Wolves,Hugo Bueno,ESP,DF,19.0,"£ 5,000 (€ 5,812, $6,355)","£ 260,000 (€ 302,217, $330,462)",Unverified estimation
Valencia,Hugo Duro,ESP,FW,22.0,"€ 55,577 (£ 47,813, $60,771)","€ 2,890,000 (£ 2,486,297, $3,160,101)",Unverified estimation
Paris Saint-Germain,Hugo Ekitike,FRA,FW,20.0,"€ 92,308 (£ 79,413, $100,935)","€ 4,800,000 (£ 4,129,490, $5,248,611)",
Valencia,Hugo Guillamón,ESP,MF,22.0,"€ 36,923 (£ 31,765, $40,374)","€ 1,920,000 (£ 1,651,796, $2,099,444)",Unverified estimation
Tottenham Hotspur,Hugo Lloris,FRA,GK,35.0,"£ 100,000 (€ 116,237, $127,101)","£ 5,200,000 (€ 6,044,330, $6,609,237)",
Brest,Hugo Magnetti,FRA,MF,24.0,"€ 962 (£ 827, $1,051)","€ 50,000 (£ 43,016, $54,673)",Unverified estimation
Celta Vigo,Hugo Mallo,ESP,DF,31.0,"€ 49,808 (£ 42,850, $54,463)","€ 2,590,000 (£ 2,228,204, $2,832,063)",Unverified estimation
RB Leipzig,Hugo Novoa,ESP,MF,19.0,"€ 5,192 (£ 4,467, $5,678)","€ 270,000 (£ 232,284, $295,234)",Unverified estimation
Freiburg,Hugo Siquet,BEL,DF,20.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Wolves,Hwang Hee-chan,KOR,"FW,MF",26.0,"£ 30,000 (€ 34,871, $38,130)","£ 1,560,000 (€ 1,813,299, $1,982,771)",Unverified estimation
Barcelona,Héctor Bellerín,ESP,DF,27.0,"€ 48,077 (£ 41,361, $52,570)","€ 2,500,000 (£ 2,150,776, $2,733,652)",Unverified estimation
Augsburg,Iago,BRA,"DF,MF",25.0,"€ 19,231 (£ 16,544, $21,028)","€ 1,000,000 (£ 860,310, $1,093,461)",Unverified estimation
Celta Vigo,Iago Aspas,ESP,FW,34.0,"€ 50,000 (£ 43,016, $54,673)","€ 2,600,000 (£ 2,236,807, $2,842,998)",
Angers,Ibrahim Amadou,FRA,DF,29.0,"€ 10,962 (£ 9,430, $11,986)","€ 570,000 (£ 490,377, $623,273)",Unverified estimation
Hellas Verona,Ibrahim Sulemana,GHA,MF,19.0,"€ 1,346 (£ 1,158, $1,472)","€ 70,000 (£ 60,222, $76,542)",Unverified estimation
Schalke 04,Ibrahima Cissé,MLI,CB,21.0,"€ 4,615 (£ 3,971, $5,047)","€ 240,000 (£ 206,474, $262,431)",Unverified estimation
Southampton,Ibrahima Diallo,FRA,MF,23.0,"£ 55,000 (€ 63,930, $69,905)","£ 2,860,000 (€ 3,324,382, $3,635,081)",
Girona,Ibrahima Kebe,MLI,DM,22.0,"€ 3,462 (£ 2,978, $3,785)","€ 180,000 (£ 154,856, $196,823)",Unverified estimation
Liverpool,Ibrahima Konaté,FRA,DF,23.0,"£ 70,000 (€ 81,366, $88,971)","£ 3,640,000 (€ 4,231,031, $4,626,466)",
Lorient,Ibrahima Koné,MLI,FW,23.0,"€ 4,808 (£ 4,136, $5,257)","€ 250,000 (£ 215,078, $273,365)",Unverified estimation
Strasbourg,Ibrahima Sissoko,MLI,MF,24.0,"€ 6,346 (£ 5,460, $6,939)","€ 330,000 (£ 283,902, $360,842)",Unverified estimation
Mallorca,Iddrisu Baba,GHA,MF,26.0,"€ 15,769 (£ 13,566, $17,243)","€ 820,000 (£ 705,454, $896,638)",Unverified estimation
Auxerre,Idjessi Metsoko,FRA,CF,20.0,"€ 962 (£ 827, $1,051)","€ 50,000 (£ 43,016, $54,673)",Unverified estimation
Everton,Idrissa Gana Gueye,SEN,MF,32.0,"£ 80,000 (€ 92,990, $101,681)","£ 4,160,000 (€ 4,835,464, $5,287,390)",Unverified estimation
Getafe,Iglesias,ESP,DF,24.0,"€ 3,462 (£ 2,978, $3,785)","€ 180,000 (£ 154,856, $196,823)",Unverified estimation
Sampdoria,Ignacio Pussetto,ARG,MF,26.0,"€ 17,885 (£ 15,386, $19,556)","€ 930,000 (£ 800,089, $1,016,918)",
Nantes,Ignatius Ganago,CMR,"FW,MF",23.0,"€ 15,000 (£ 12,905, $16,402)","€ 780,000 (£ 671,042, $852,899)",Unverified estimation
Fiorentina,Igor,BRA,DF,24.0,"€ 17,308 (£ 14,890, $18,925)","€ 900,000 (£ 774,279, $984,115)",
Lorient,Igor Carioca,BRA,"DF,MF",25.0,"€ 18,269 (£ 15,717, $19,977)","€ 950,000 (£ 817,295, $1,038,788)",Unverified estimation
Real Sociedad,Igor Zubeldia,ESP,DF,25.0,"€ 38,462 (£ 33,089, $42,056)","€ 2,000,000 (£ 1,720,621, $2,186,921)",Unverified estimation
Hoffenheim,Ihlas Bebou,TOG,"FW,MF",28.0,"€ 32,692 (£ 28,126, $35,748)","€ 1,700,000 (£ 1,462,528, $1,858,883)",Unverified estimation
Troyes,Ike Ugbo,CAN,"FW,MF",23.0,"€ 18,462 (£ 15,883, $20,187)","€ 960,000 (£ 825,898, $1,049,722)",
Athletic Club,Iker Muniain,ESP,MF,29.0,"€ 42,308 (£ 36,398, $46,262)","€ 2,200,000 (£ 1,892,683, $2,405,613)",Unverified estimation
Valencia,Ilaix Moriba,GUI,MF,19.0,"€ 31,154 (£ 26,802, $34,066)","€ 1,620,000 (£ 1,393,703, $1,771,406)",Unverified estimation
Werder Bremen,Ilia Gruev,BUL,MF,22.0,"€ 13,846 (£ 11,912, $15,140)","€ 720,000 (£ 619,423, $787,292)",Unverified estimation
Udinese,Ilija Nestorovski,MKD,FW,32.0,"€ 25,000 (£ 21,508, $27,337)","€ 1,300,000 (£ 1,118,403, $1,421,499)",
Leeds United,Illan Meslier,FRA,GK,22.0,"£ 30,000 (€ 34,871, $38,130)","£ 1,560,000 (€ 1,813,299, $1,982,771)",Unverified estimation
Bournemouth,Illia Zabarnyi,UKR,DF,19.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",Unverified estimation
Angers,Ilyes Chetti,,LB,27.0,"€ 4,615 (£ 3,971, $5,047)","€ 240,000 (£ 206,474, $262,431)",Unverified estimation
Cremonese,Ionuț Radu,ROU,GK,25.0,"€ 35,577 (£ 30,607, $38,902)","€ 1,850,000 (£ 1,591,574, $2,022,902)",
Brest,Irvin Cardona,MLT,FW,24.0,"€ 8,654 (£ 7,445, $9,463)","€ 450,000 (£ 387,140, $492,057)",Unverified estimation
Cádiz,Isaac Carcelen,ESP,DF,29.0,"€ 9,231 (£ 7,941, $10,093)","€ 480,000 (£ 412,949, $524,861)",Unverified estimation
Lille,Isaac Lihadji,FRA,FW,20.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Rayo Vallecano,Isaac Palazón Camacho,ESP,MF,27.0,"€ 9,615 (£ 8,272, $10,514)","€ 500,000 (£ 430,155, $546,730)",Unverified estimation
Udinese,Isaac Success,NGA,FW,26.0,"€ 20,962 (£ 18,033, $22,921)","€ 1,090,000 (£ 937,738, $1,191,872)",Unverified estimation
Hellas Verona,Isak Hien,SWE,DF,23.0,"€ 14,808 (£ 12,739, $16,192)","€ 770,000 (£ 662,439, $841,965)",Unverified estimation
Toulouse,Isak Pettersson,SWE,GK,25.0,"€ 6,154 (£ 5,294, $6,729)","€ 320,000 (£ 275,299, $349,907)",Unverified estimation
Sevilla,Isco,ESP,"FW,MF",30.0,"€ 48,077 (£ 41,361, $52,570)","€ 2,500,000 (£ 2,150,776, $2,733,652)",
Brest,Islam Slimani,ALG,FW,34.0,"€ 20,962 (£ 18,033, $22,921)","€ 1,090,000 (£ 937,738, $1,191,872)",Unverified estimation
Ajaccio,Ismael Diallo,CIV,DF,25.0,"€ 1,346 (£ 1,158, $1,472)","€ 70,000 (£ 60,222, $76,542)",Unverified estimation
Monaco,Ismail Jakobs,SEN,"MF,DF",22.0,"€ 12,500 (£ 10,754, $13,668)","€ 650,000 (£ 559,202, $710,749)",Unverified estimation
Lille,Ismaily,BRA,"DF,MF",32.0,"€ 34,615 (£ 29,780, $37,851)","€ 1,800,000 (£ 1,548,559, $1,968,229)",Unverified estimation
Milan,Ismaël Bennacer,ALG,MF,24.0,"€ 135,385 (£ 116,473, $148,038)","€ 7,040,000 (£ 6,056,585, $7,697,963)",
Lens,Ismaël Boura,COM,DF,21.0,"€ 385 (£ 331, $421)","€ 20,000 (£ 17,206, $21,869)",Unverified estimation
Strasbourg,Ismaël Doukouré,FRA,"DF,MF",19.0,"€ 7,692 (£ 6,618, $8,411)","€ 400,000 (£ 344,124, $437,384)",Unverified estimation
Paris Saint-Germain,Ismaël Gharbi,TUN,MF,18.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Fulham,Issa Diop,FRA,DF,25.0,"£ 70,000 (€ 81,366, $88,971)","£ 3,640,000 (€ 4,231,031, $4,626,466)",Unverified estimation
