player,from_team,to_team,from_league,to_league,season,prev_eff,arrival_eff,cross_league,selling_value_captured
André Onana,Inter,Manchester Utd,Serie A,Premier League,2023-2024,0.3600655595530995,-0.3521664454287254,True,0.7122320049818249
André Silva,RB Leipzig,Real Sociedad,Bundesliga,La Liga,2023-2024,0.2625866772907113,0.7746202312195525,True,-0.5120335539288412
Angeliño,Hoffenheim,Roma,Bundesliga,Serie A,2024-2025,1.1610037091454153,-0.2563232397356039,True,1.4173269488810192
Angelo Stiller,Hoffenheim,Stuttgart,Bundesliga,Bundesliga,2024-2025,0.8889984567433622,0.3904261903355266,False,0.4985722664078356
Ante Rebić,Milan,Lecce,Serie A,Serie A,2024-2025,-0.0165256687620871,1.0733117518585864,False,-1.0898374206206736
Anthony Elanga,Manchester Utd,Nottingham Forest,Premier League,Premier League,2023-2024,-2.109372432225909,-0.3224367868950892,False,-1.7869356453308196
Anton Stach,Mainz 05,Hoffenheim,Bundesliga,Bundesliga,2024-2025,0.3288697346681353,0.0130860221482986,False,0.31578371251983667
Antonio Blanco,Cádiz,Alavés,La Liga,La Liga,2023-2024,0.4747318377711504,-0.1482688395773763,False,0.6230006773485267
Aridane Hernández,Osasuna,Rayo Vallecano,La Liga,La Liga,2023-2024,-0.0869419624335527,-0.0752228380192949,False,-0.011719124414257806
Arijanet Muric,Burnley,Ipswich Town,Premier League,Premier League,2024-2025,1.0595876033192138,1.0045558105315724,False,0.055031792787641365
Armando Broja,Chelsea,Everton,Premier League,Premier League,2024-2025,-0.2838646675028862,0.0650110282419049,False,-0.3488756957447911
Artem Dovbyk,Girona,Roma,La Liga,Serie A,2024-2025,-0.1401151083901215,-0.2338784081382705,True,0.09376329974814898
Arthur Atta,Metz,Udinese,Ligue 1,Serie A,2024-2025,0.3671051991659162,-0.4292172010162005,True,0.7963224001821168
Arthur Melo,Fiorentina,Girona,Serie A,La Liga,2024-2025,0.3009035799551345,1.801940312524844,True,-1.5010367325697096
Arthur Theate,Rennes,Eintracht Frankfurt,Ligue 1,Bundesliga,2024-2025,1.6561374814894538,1.1014442878290431,True,0.5546931936604107
Asier Villalibre,Athletic Club,Alavés,La Liga,La Liga,2024-2025,-0.2460292669056514,0.243826344693776,False,-0.4898556115994274
Aurélio Buta,Eintracht Frankfurt,Reims,Bundesliga,Ligue 1,2024-2025,-1.195965202347267,-0.5106537860909519,True,-0.6853114162563152
Axel Disasi,Monaco,Chelsea,Ligue 1,Premier League,2023-2024,-1.221006916264093,-0.7299321524820037,True,-0.49107476378208936
Ayoze Pérez,Real Betis,Villarreal,La Liga,La Liga,2024-2025,-1.0005853411495576,-0.7996358122330633,False,-0.2009495289164942
Azor Matusiwa,Reims,Rennes,Ligue 1,Ligue 1,2024-2025,0.4579842938598819,-0.3164035543225907,False,0.7743878481824726
Aïssa Mandi,Villarreal,Lille,La Liga,Ligue 1,2024-2025,-0.2912639400431711,-0.251528672876427,True,-0.03973526716674408
Bamba Dieng,Lorient,Angers,Ligue 1,Ligue 1,2024-2025,0.070271047867692,0.6566469622065458,False,-0.5863759143388538
Bartol Franjić,Wolfsburg,Darmstadt 98,Bundesliga,Bundesliga,2023-2024,-0.2107625814946629,1.4128753200887143,False,-1.6236379015833773
Bartosz Bereszyński,Sampdoria,Empoli,Serie A,Serie A,2023-2024,-0.0027590391911118,-0.1186329270141399,False,0.1158738878230281
Ben Chilwell,Chelsea,Crystal Palace,Premier League,Premier League,2024-2025,0.2574734978556705,1.1757112482237009,False,-0.9182377503680303
Ben Johnson,West Ham United,Ipswich Town,Premier League,Premier League,2024-2025,-0.6272795861223646,0.6547960942740065,False,-1.282075680396371
Benjamin Pavard,Bayern Munich,Inter,Bundesliga,Serie A,2024-2025,-0.7699557965271886,0.282610923645473,True,-1.0525667201726616
Bertuğ Yıldırım,Rennes,Getafe,Ligue 1,La Liga,2024-2025,-0.4471287077707568,-0.2056320798529167,True,-0.2414966279178401
Beto,Udinese,Everton,Serie A,Premier League,2024-2025,-1.2631432686216275,-0.5822004054549215,True,-0.680942863166706
Bobby De Cordova-Reid,Fulham,Leicester City,Premier League,Premier League,2024-2025,-0.5661497762158447,-0.7614462756726432,False,0.1952964994567985
Borja Iglesias,Real Betis,Celta Vigo,La Liga,La Liga,2024-2025,-0.6749008536238392,-0.2744446431877971,False,-0.4004562104360421
Borna Sosa,Stuttgart,Torino,Bundesliga,Serie A,2024-2025,-0.1158790552255624,0.4468255272937629,True,-0.5627045825193253
Boubakary Soumaré,Leicester City,Sevilla,Premier League,La Liga,2023-2024,0.9829024078146826,0.9215601700848416,True,0.06134223772984104
Boubakary Soumaré,Sevilla,Leicester City,La Liga,Premier League,2024-2025,0.9215601700848416,0.3884306778660971,True,0.5331294922187445
Boulaye Dia,Salernitana,Lazio,Serie A,Serie A,2024-2025,0.908052683890519,-0.5164111981147865,False,1.4244638820053055
Bradley Barcola,Lyon,Paris Saint-Germain,Ligue 1,Ligue 1,2024-2025,-0.7422518037620858,0.6910074484108115,False,-1.4332592521728973
Bradley Locko,Reims,Brest,Ligue 1,Ligue 1,2023-2024,-1.4982896710333886,0.4437052175641796,False,-1.9419948885975682
Brahim Díaz,Milan,Real Madrid,Serie A,La Liga,2023-2024,-0.2591185245943421,-0.5759307986553068,True,0.31681227406096474
Brajan Gruda,Mainz 05,Brighton,Bundesliga,Premier League,2024-2025,-1.0384279542352155,0.887716100577979,True,-1.9261440548131945
Brenden Aaronson,Leeds United,Union Berlin,Premier League,Bundesliga,2023-2024,0.3249709735094814,1.4486516424343652,True,-1.1236806689248837
Brennan Johnson,Nottingham Forest,Tottenham Hotspur,Premier League,Premier League,2024-2025,-0.0401099594460436,-0.2329990142821039,False,0.1928890548360603
Bryan Gil,Tottenham Hotspur,Girona,Premier League,La Liga,2024-2025,-0.1702630940373559,1.1137261506850642,True,-1.2839892447224202
Caleb Okoli,Atalanta,Leicester City,Serie A,Premier League,2024-2025,0.6182462566213207,-0.1999991010760808,True,0.8182453576974015
Carles Pérez,Celta Vigo,Getafe,La Liga,La Liga,2024-2025,0.8672453160565468,0.9608804658357376,False,-0.09363514977919085
Carlos Augusto,Monza,Inter,Serie A,Serie A,2023-2024,-0.0119896834524322,-0.1152414472395069,False,0.1032517637870747
Carlos Baleba,Lille,Brighton,Ligue 1,Premier League,2024-2025,-0.8764378373228876,-0.6325788909708407,True,-0.24385894635204686
Carney Chukwuemeka,Chelsea,Dortmund,Premier League,Bundesliga,2024-2025,0.793727732737949,1.3104244462524868,True,-0.5166967135145377
Castello Lukeba,Lyon,RB Leipzig,Ligue 1,Bundesliga,2023-2024,-1.6968191432457207,0.4411622127366215,True,-2.137981355982342
Catena,Rayo Vallecano,Osasuna,La Liga,La Liga,2023-2024,-0.3438926139269238,0.2776292675645422,False,-0.621521881491466
Chadi Riad,Real Betis,Crystal Palace,La Liga,Premier League,2024-2025,-1.1153835081459338,0.2804223314319145,True,-1.3958058395778483
Charles De Ketelaere,Milan,Atalanta,Serie A,Serie A,2023-2024,0.6504235098858011,0.5664683865202349,False,0.08395512336556621
Charlie Taylor,Burnley,Southampton,Premier League,Premier League,2024-2025,0.0220919344951653,-0.1759759197030224,False,0.1980678541981877
Che Adams,Southampton,Torino,Premier League,Serie A,2024-2025,-0.2469712336986962,-0.2078607928008402,True,-0.03911044089785601
Chidera Ejuke,Hertha BSC,Sevilla,Bundesliga,La Liga,2024-2025,0.669643637087928,-0.3560683838495304,True,1.0257120209374584
Chiedozie Ogbene,Luton Town,Ipswich Town,Premier League,Premier League,2024-2025,-0.3519460495965578,0.5733551906741123,False,-0.9253012402706702
Christian Gytkjær,Monza,Venezia,Serie A,Serie A,2024-2025,-0.9439263503539176,0.22747726291424,False,-1.1714036132681576
Christian Mawissa,Toulouse,Monaco,Ligue 1,Ligue 1,2024-2025,0.4085189572361454,-0.3497396223917146,False,0.75825857962786
Christian Pulisic,Chelsea,Milan,Premier League,Serie A,2023-2024,0.4052296121339633,0.1231593225887657,True,0.2820702895451976
Christoph Baumgartner,Hoffenheim,RB Leipzig,Bundesliga,Bundesliga,2023-2024,-0.912292223122142,-0.2071119584668785,False,-0.7051802646552635
Christopher Nkunku,RB Leipzig,Chelsea,Bundesliga,Premier League,2023-2024,0.9418598744964476,0.14449370903165,True,0.7973661654647977
Clément Lenglet,Tottenham Hotspur,Aston Villa,Premier League,Premier League,2023-2024,0.3312094747576264,-0.4795495527875477,False,0.8107590275451741
Clément Lenglet,Aston Villa,Atlético Madrid,Premier League,La Liga,2024-2025,-0.4795495527875477,-0.7828552148674959,True,0.3033056620799482
Cole Palmer,Manchester City,Chelsea,Premier League,Premier League,2024-2025,-0.8194576167169298,-0.3107451875230804,False,-0.5087124291938494
Conor Gallagher,Chelsea,Atlético Madrid,Premier League,La Liga,2024-2025,-1.0819110779221752,1.0784971252100046,True,-2.16040820313218
Cristian Volpato,Roma,Sassuolo,Serie A,Serie A,2023-2024,-0.5353417373092952,1.4556652435396131,False,-1.9910069808489084
Crysencio Summerville,Leeds United,West Ham United,Premier League,Premier League,2024-2025,-0.4520191986868624,-0.2541652868771233,False,-0.1978539118097391
Cyril Ngonge,Hellas Verona,Napoli,Serie A,Serie A,2024-2025,0.5560759931453276,-0.3103482887521416,False,0.8664242818974692
César Azpilicueta,Chelsea,Atlético Madrid,Premier League,La Liga,2023-2024,-0.033429885126214,0.7437189033880891,True,-0.7771487885143031
Daichi Kamada,Eintracht Frankfurt,Lazio,Bundesliga,Serie A,2023-2024,0.2887352392151818,0.3463523875452754,True,-0.057617148330093626
Daichi Kamada,Lazio,Crystal Palace,Serie A,Premier League,2024-2025,0.3463523875452754,0.4827717400676761,True,-0.13641935252240067
Daley Sinkgraven,Leverkusen,Las Palmas,Bundesliga,La Liga,2024-2025,-0.6178769982350989,1.115154875758391,True,-1.7330318739934898
Dani Olmo,RB Leipzig,Barcelona,Bundesliga,La Liga,2024-2025,0.7720282246118675,-0.2694830576993183,True,1.0415112823111858
Danilo D'Ambrosio,Inter,Monza,Serie A,Serie A,2023-2024,-0.0057918083124857,0.1712752587399766,False,-0.1770670670524623
Dara O'Shea,Burnley,Ipswich Town,Premier League,Premier League,2024-2025,-9.558624244476732e-05,0.4204602847718135,False,-0.4205558710142583
Darko Brašanac,Osasuna,Leganés,La Liga,La Liga,2024-2025,0.0537381359905211,-0.103236430950421,False,0.15697456694094208
Darwin Machís,Cádiz,Valladolid,La Liga,La Liga,2024-2025,0.4396381957435373,0.3149999805079151,False,0.12463821523562219
David López,Girona,Mallorca,La Liga,La Liga,2024-2025,1.196626564588101,2.553191837341963,False,-1.356565272753862
David López,Mallorca,Girona,La Liga,La Liga,2024-2025,2.553191837341963,1.1284152825895577,False,1.4247765547524052
David Raya,Brentford,Arsenal,Premier League,Premier League,2023-2024,-0.0326430369111196,-0.5449296664493417,False,0.5122866295382221
David de Gea,Manchester Utd,Fiorentina,Premier League,Serie A,2024-2025,0.5039223181731813,-0.2730479090544229,True,0.7769702272276042
Davide Faraoni,Hellas Verona,Fiorentina,Serie A,Serie A,2023-2024,0.0061778030808685,-0.9060633680832186,False,0.9122411711640871
Davide Faraoni,Fiorentina,Hellas Verona,Serie A,Serie A,2023-2024,-0.9060633680832186,-0.0092251661813662,False,-0.8968382019018525
Davide Frattesi,Sassuolo,Inter,Serie A,Serie A,2023-2024,0.5768090096468619,0.3571844724788136,False,0.2196245371680483
Dean Henderson,Nottingham Forest,Crystal Palace,Premier League,Premier League,2024-2025,1.571667510551439,0.5241074828819272,False,1.0475600276695118
Declan Rice,West Ham United,Arsenal,Premier League,Premier League,2023-2024,0.2394431850643386,0.6435674821111093,False,-0.40412429704677066
Denis Suárez,Espanyol,Villarreal,La Liga,La Liga,2023-2024,1.84150750665815,0.4592750938588406,False,1.3822324127993095
Deniz Undav,Brighton,Stuttgart,Premier League,Bundesliga,2023-2024,-0.900562183827665,-0.5873165901407358,True,-0.31324559368692917
Dennis Appiah,Nantes,Saint-Étienne,Ligue 1,Ligue 1,2024-2025,0.0716319490983288,-0.2357282063600081,False,0.3073601554583369
Destiny Udogie,Udinese,Tottenham Hotspur,Serie A,Premier League,2023-2024,-0.0247017994696872,0.6733374630309985,True,-0.6980392625006857
Diego Llorente,Roma,Real Betis,Serie A,La Liga,2024-2025,-0.2257701988855647,0.3289872788652097,True,-0.5547574777507744
Diego López,Valencia,Rayo Vallecano,La Liga,La Liga,2022-2023,-0.3867439404332238,0.5917958825230638,False,-0.9785398229562876
Diego López,Rayo Vallecano,Valencia,La Liga,La Liga,2023-2024,0.5917958825230638,-0.3233888037459635,False,0.9151846862690274
Diego Rico,Real Sociedad,Getafe,La Liga,La Liga,2024-2025,-0.308927097017639,0.1185858027241213,False,-0.42751289974176027
Dion Lopy,Reims,Almería,Ligue 1,La Liga,2023-2024,-0.665158558921016,0.3952779269642352,True,-1.0604364858852513
Divock Origi,Milan,Nottingham Forest,Serie A,Premier League,2023-2024,0.1954369402429669,0.7229284728935674,True,-0.5274915326506006
Djed Spence,Genoa,Tottenham Hotspur,Serie A,Premier League,2024-2025,0.9162150773078892,-0.2981598819258853,True,1.2143749592337745
Djibril Sow,Eintracht Frankfurt,Sevilla,Bundesliga,La Liga,2023-2024,0.3007004887764477,0.6161667364254537,True,-0.315466247649006
Dodi Lukebakio,Hertha BSC,Sevilla,Bundesliga,La Liga,2023-2024,0.6047536042360537,0.1591152567804581,True,0.4456383474555956
Domagoj Bradarić,Salernitana,Hellas Verona,Serie A,Serie A,2024-2025,0.5055817520940948,0.6209449343217095,False,-0.11536318222761466
Domen Črnigoj,Salernitana,Venezia,Serie A,Serie A,2024-2025,-0.3205233512591672,-0.4075978734900989,False,0.0870745222309317
Dominic Solanke,Bournemouth,Tottenham Hotspur,Premier League,Premier League,2024-2025,0.2100664021002209,-0.376788908843757,False,0.5868553109439779
Dominik Szoboszlai,RB Leipzig,Liverpool,Bundesliga,Premier League,2023-2024,0.5392143947001493,0.6096084199796845,True,-0.0703940252795352
Dominique Heintz,Bochum,Köln,Bundesliga,Bundesliga,2023-2024,0.5204743207238387,0.345305569954581,False,0.1751687507692577
Donny van de Beek,Manchester Utd,Girona,Premier League,La Liga,2024-2025,0.4872622249506175,1.0619875092127558,True,-0.5747252842621382
Douglas Luiz,Aston Villa,Juventus,Premier League,Serie A,2024-2025,-0.3181979346133907,0.9460762558144804,True,-1.2642741904278711
Duván Zapata,Atalanta,Torino,Serie A,Serie A,2024-2025,0.0829921817916936,0.6662753047394823,False,-0.5832831229477886
Désiré Doué,Rennes,Paris Saint-Germain,Ligue 1,Ligue 1,2024-2025,0.0889996478137025,-0.1790512875586678,False,0.2680509353723703
Edimilson Fernandes,Mainz 05,Brest,Bundesliga,Ligue 1,2024-2025,0.4072073060648034,1.0285062168131134,True,-0.62129891074831
Edoardo Goldaniga,Cagliari,Como,Serie A,Serie A,2024-2025,0.0622352906073011,-0.3733407615830924,False,0.43557605219039347
El Chadaille Bitshiabu,Paris Saint-Germain,RB Leipzig,Ligue 1,Bundesliga,2024-2025,-0.7720935765178414,0.1891360923983409,True,-0.9612296689161823
Eldor Shomurodov,Cagliari,Roma,Serie A,Serie A,2024-2025,0.4107110662470177,-0.9634542381795814,False,1.3741653044265991
Elliot Anderson,Newcastle United,Nottingham Forest,Premier League,Premier League,2024-2025,0.0751940677505178,0.2325053434162622,False,-0.15731127566574438
Ellyes Skhiri,Köln,Eintracht Frankfurt,Bundesliga,Bundesliga,2023-2024,0.6909177116409833,0.2802416833828758,False,0.41067602825810745
Emanuele Valeri,Cremonese,Parma,Serie A,Serie A,2024-2025,-0.9991170651206324,-0.3068138882527123,False,-0.6923031768679201
Emerson,Tottenham Hotspur,Milan,Premier League,Serie A,2024-2025,-0.4227128493774685,0.4420170488452495,True,-0.8647298982227181
Emil Audero,Sampdoria,Inter,Serie A,Serie A,2023-2024,1.0273295747563758,0.0081952919829699,False,1.0191342827734058
Emil Audero,Inter,Como,Serie A,Serie A,2024-2025,0.0081952919829699,0.7567676926529643,False,-0.7485724006699944
Emil Bohinen,Salernitana,Genoa,Serie A,Serie A,2024-2025,0.7924735450057412,0.1571603474846501,False,0.635313197521091
Emil Holm,Spezia,Atalanta,Serie A,Serie A,2023-2024,-0.5421798750904241,-1.4067973322051426,False,0.8646174571147185
Emil Holm,Atalanta,Bologna,Serie A,Serie A,2024-2025,-1.4067973322051426,0.2281619740610612,False,-1.6349593062662038
Emile Smith Rowe,Arsenal,Fulham,Premier League,Premier League,2024-2025,-0.7244418759618299,0.4493087251195291,False,-1.173750601081359
Emmanuel Gyasi,Spezia,Empoli,Serie A,Serie A,2023-2024,0.0053555672943517,-0.1471473221977017,False,0.1525028894920534
Enes Ünal,Getafe,Bournemouth,La Liga,Premier League,2024-2025,-1.057487498116748,-0.9686314372146718,True,-0.0888560609020761
Enzo Barrenechea,Frosinone,Valencia,Serie A,La Liga,2024-2025,-0.7986726460112905,-0.3274979361341579,True,-0.4711747098771326
Enzo Le Fée,Lorient,Rennes,Ligue 1,Ligue 1,2023-2024,-1.4942384630296086,0.7877257531892692,False,-2.281964216218878
Enzo Le Fée,Rennes,Roma,Ligue 1,Serie A,2024-2025,0.7877257531892692,0.63738503691315,True,0.15034071627611922
Eray Cömert,Valencia,Nantes,La Liga,Ligue 1,2023-2024,-0.1319776772675371,0.4584847868986763,True,-0.5904624641662134
Eray Cömert,Nantes,Valladolid,Ligue 1,La Liga,2024-2025,0.4584847868986763,0.4375252845442965,True,0.020959502354379766
Eren Dinkçi,Werder Bremen,Heidenheim,Bundesliga,Bundesliga,2023-2024,-0.0190648699452129,0.0074857783092472,False,-0.0265506482544601
Eren Dinkçi,Heidenheim,Freiburg,Bundesliga,Bundesliga,2024-2025,0.0074857783092472,0.8362825842218484,False,-0.8287968059126012
Eric Bailly,Marseille,Villarreal,Ligue 1,La Liga,2024-2025,1.1538733915407828,0.343195953436286,True,0.8106774381044968
Eric Dier,Tottenham Hotspur,Bayern Munich,Premier League,Bundesliga,2024-2025,-0.428969035842389,-0.9503705955685752,True,0.5214015597261862
Ermedin Demirović,Augsburg,Stuttgart,Bundesliga,Bundesliga,2024-2025,-0.1269879310919446,0.223290801111986,False,-0.3502787322039306
Evann Guessand,Nantes,Nice,Ligue 1,Ligue 1,2023-2024,-0.3040937015200757,-1.1040903140904952,False,0.7999966125704194
Ezequiel Ávila,Osasuna,Real Betis,La Liga,La Liga,2024-2025,0.2190063644771687,-0.2178810226428389,False,0.43688738712000763
Fabian Rieder,Rennes,Stuttgart,Ligue 1,Bundesliga,2024-2025,0.6309401182294785,0.6953714177202599,True,-0.06443129949078141
Fabiano Parisi,Empoli,Fiorentina,Serie A,Serie A,2023-2024,-0.5770310306604216,0.911490193937535,False,-1.4885212245979567
Fabien Centonze,Hellas Verona,Nantes,Serie A,Ligue 1,2024-2025,0.2508959155514461,0.2121573440283874,True,0.03873857152305868
Fabio Carvalho,Liverpool,RB Leipzig,Premier League,Bundesliga,2023-2024,0.4602274232461791,0.5117249920676006,True,-0.05149756882142148
Fabio Carvalho,RB Leipzig,Brentford,Bundesliga,Premier League,2024-2025,0.5117249920676006,1.41041570998755,True,-0.8986907179199495
Fabio Depaoli,Sampdoria,Hellas Verona,Serie A,Serie A,2022-2023,0.1361655096590279,0.0034616717293651,False,0.1327038379296628
Fabio Miretti,Juventus,Genoa,Serie A,Serie A,2024-2025,0.5054612741509956,1.173670025718904,False,-0.6682087515679085
Facundo Buonanotte,Brighton,Leicester City,Premier League,Premier League,2024-2025,0.2002118715268306,0.2862491280004153,False,-0.0860372564735847
Faitout Maouassa,Montpellier,Granada,Ligue 1,La Liga,2023-2024,-0.4270630352908053,-0.1399731372658532,True,-0.2870898980249521
Fares Chaïbi,Toulouse,Eintracht Frankfurt,Ligue 1,Bundesliga,2024-2025,-0.2646020015329604,0.0185860859905773,True,-0.2831880875235377
Faride Alidou,Eintracht Frankfurt,Köln,Bundesliga,Bundesliga,2023-2024,-0.3463482208681476,0.0424103276550216,False,-0.3887585485231692
Federico Bonazzoli,Salernitana,Hellas Verona,Serie A,Serie A,2023-2024,0.5045633743370121,0.971929984471112,False,-0.46736661013409986
Federico Chiesa,Juventus,Liverpool,Serie A,Premier League,2024-2025,0.222218858156177,0.4706819983529691,True,-0.24846314019679208
Felix Nmecha,Wolfsburg,Dortmund,Bundesliga,Bundesliga,2023-2024,-2.387548027487496,0.7915599429320714,False,-3.1791079704195675
Fernando,Sevilla,Almería,La Liga,La Liga,2022-2023,0.1000625551213172,1.1417420155693616,False,-1.0416794604480444
Fernando,Almería,Sevilla,La Liga,La Liga,2023-2024,1.1417420155693616,0.2350230058430273,False,0.9067190097263343
Fernando,Sevilla,Almería,La Liga,La Liga,2023-2024,0.2350230058430273,1.9172813255065613,False,-1.682258319663534
Filip Jørgensen,Villarreal,Chelsea,La Liga,Premier League,2024-2025,-0.5429316275392644,0.266981375143315,True,-0.8099130026825794
Filippo Ranocchia,Monza,Empoli,Serie A,Serie A,2023-2024,0.217181904532465,0.0479247748325963,False,0.1692571296998687
Filippo Terracciano,Hellas Verona,Milan,Serie A,Serie A,2024-2025,-0.5795614608845412,-0.0089979131830677,False,-0.5705635477014734
Finn Dahmen,Mainz 05,Augsburg,Bundesliga,Bundesliga,2023-2024,-1.349934085918079,0.0945933956637041,False,-1.4445274815817832
Flavius Daniliuc,Salernitana,Hellas Verona,Serie A,Serie A,2024-2025,-0.2689625595139109,0.2169215992581996,False,-0.4858841587721105
Florian Müller,Stuttgart,Freiburg,Bundesliga,Bundesliga,2024-2025,-0.1444598440083258,0.0023714206370897,False,-0.1468312646454155
Florian Tardieu,Troyes,Saint-Étienne,Ligue 1,Ligue 1,2024-2025,0.5326017045217686,-0.2065773747518449,False,0.7391790792736135
Flynn Downes,West Ham United,Southampton,Premier League,Premier League,2024-2025,-0.2916688394201401,-0.3755297654504819,False,0.08386092603034179
Folarin Balogun,Reims,Monaco,Ligue 1,Ligue 1,2023-2024,0.7113585827173825,0.6804814254317506,False,0.030877157285631895
Fran Garcia,Rayo Vallecano,Real Madrid,La Liga,La Liga,2023-2024,-0.2879514370466509,-0.2058205811400437,False,-0.08213085590660718
Franck Honorat,Brest,Gladbach,Ligue 1,Bundesliga,2023-2024,-0.0248613193075062,-0.680392010683148,True,0.6555306913756418
Frederic Guilbert,Strasbourg,Lecce,Ligue 1,Serie A,2024-2025,-0.0115626219389817,-0.0364141787396956,True,0.024851556800713902
Fábio Silva,Wolves,Las Palmas,Premier League,La Liga,2024-2025,1.582066298382692,1.5635881627195864,True,0.018478135663105633
Gabriel Osho,Luton Town,Auxerre,Premier League,Ligue 1,2024-2025,-0.3431578608581684,0.4581054265699489,True,-0.8012632874281174
Gabriel Strefezza,Lecce,Como,Serie A,Serie A,2024-2025,-0.0173118008103543,-0.896745804658643,False,0.8794340038482886
Gaetano Oristanio,Cagliari,Venezia,Serie A,Serie A,2024-2025,-0.8592077879783435,0.1951673555683513,False,-1.0543751435466948
Geoffrey Kondogbia,Atlético Madrid,Marseille,La Liga,Ligue 1,2023-2024,0.6194460301684348,0.4751331369179219,True,0.14431289325051289
Georges Mikautadze,Metz,Lyon,Ligue 1,Ligue 1,2024-2025,0.7144722295828174,0.052031115159405,False,0.6624411144234125
Gerard Gumbau,Elche,Granada,La Liga,La Liga,2023-2024,-0.9249561688440604,-0.4375896794403004,False,-0.48736648940376
Gerard Gumbau,Granada,Rayo Vallecano,La Liga,La Liga,2024-2025,-0.4375896794403004,0.0033696708892598,False,-0.44095935032956024
Gerónimo Rulli,Villarreal,Marseille,La Liga,Ligue 1,2024-2025,1.2336150746023122,-0.2939929484693309,True,1.5276080230716431
Gianluca Scamacca,West Ham United,Atalanta,Premier League,Serie A,2023-2024,0.6809499634284712,0.6400882117821318,True,0.04086175164633943
Giovani Lo Celso,Villarreal,Tottenham Hotspur,La Liga,Premier League,2023-2024,0.8023953007011819,-0.497389683992127,True,1.299784984693309
Giovani Lo Celso,Tottenham Hotspur,Real Betis,Premier League,La Liga,2024-2025,-0.497389683992127,0.2569227135286809,True,-0.7543123975208079
Giuliano Simeone,Alavés,Atlético Madrid,La Liga,La Liga,2024-2025,0.5981997639015404,-1.4495382373671664,False,2.0477380012687068
Giuseppe Pezzella,Lecce,Empoli,Serie A,Serie A,2023-2024,0.1447132357396103,0.4134673641863742,False,-0.2687541284467639
Granit Xhaka,Arsenal,Leverkusen,Premier League,Bundesliga,2023-2024,-0.4314936700795808,-0.1746549909604873,True,-0.25683867911909347
Grigoris Kastanos,Salernitana,Hellas Verona,Serie A,Serie A,2024-2025,-1.6404905348236465,-1.4346446380505782,False,-0.2058458967730683
Guela Doué,Rennes,Strasbourg,Ligue 1,Ligue 1,2024-2025,-0.7461400771641546,0.672562683479601,False,-1.4187027606437557
Guglielmo Vicario,Empoli,Tottenham Hotspur,Serie A,Premier League,2023-2024,0.3731762025224832,-0.3470982130638731,True,0.7202744155863563
Guido Rodríguez,Real Betis,West Ham United,La Liga,Premier League,2024-2025,-0.3936109623801798,-0.0503103150880637,True,-0.34330064729211607
Hamari Traoré,Rennes,Real Sociedad,Ligue 1,La Liga,2023-2024,0.5473742843889866,0.0702961316404984,True,0.4770781527484882
Hans Hateboer,Atalanta,Rennes,Serie A,Ligue 1,2024-2025,-0.2453439796128371,0.1485749725717777,True,-0.3939189521846148
Hans Nicolussi Caviglia,Salernitana,Juventus,Serie A,Serie A,2023-2024,0.0825054363176391,-1.903937513207376,False,1.986442949525015
Hans Nicolussi Caviglia,Juventus,Venezia,Serie A,Serie A,2024-2025,-1.903937513207376,-0.981008420189042,False,-0.9229290930183339
Haris Belkebla,Brest,Angers,Ligue 1,Ligue 1,2024-2025,-0.3174565909893516,0.1662663939941016,False,-0.4837229849834532
Harry Kane,Tottenham Hotspur,Bayern Munich,Premier League,Bundesliga,2023-2024,-0.1483734819481199,0.4710918569858471,True,-0.619465338933967
Harry Winks,Sampdoria,Leicester City,Serie A,Premier League,2024-2025,0.5523770528093745,0.2374474583255565,True,0.3149295944838181
Harvey Barnes,Leicester City,Newcastle United,Premier League,Premier League,2023-2024,-0.4651450394823229,0.1049676314544516,False,-0.5701126709367745
Hiroki Ito,Stuttgart,Bayern Munich,Bundesliga,Bundesliga,2024-2025,0.9432144942880748,-0.4955619919457081,False,1.4387764862337828
Houssem Aouar,Lyon,Roma,Ligue 1,Serie A,2023-2024,0.7023893061431039,0.2532881810036613,True,0.4491011251394426
Hugo Ekitike,Paris Saint-Germain,Eintracht Frankfurt,Ligue 1,Bundesliga,2024-2025,0.9783531454731555,0.4153506693191264,True,0.5630024761540291
Hugo Novoa,RB Leipzig,Alavés,Bundesliga,La Liga,2024-2025,-1.2132756399218536,0.537668121604332,True,-1.7509437615261856
Héctor Bellerín,Barcelona,Real Betis,La Liga,La Liga,2023-2024,-0.9412938847105092,0.61770291696374,False,-1.5589968016742493
Ian Maatsen,Dortmund,Aston Villa,Bundesliga,Premier League,2024-2025,-0.2899146822384928,0.8198945328697196,True,-1.1098092151082124
Ibrahim Salah,Rennes,Brest,Ligue 1,Ligue 1,2024-2025,0.213879308913242,1.0681669447954167,False,-0.8542876358821747
Ibrahim Sulemana,Hellas Verona,Cagliari,Serie A,Serie A,2023-2024,-0.901534175795085,0.4226667775233022,False,-1.3242009533183872
Ibrahim Sulemana,Cagliari,Atalanta,Serie A,Serie A,2024-2025,0.4226667775233022,0.2942403923048289,False,0.12842638521847327
Ibrahima Sissoko,Strasbourg,Bochum,Ligue 1,Bundesliga,2024-2025,-0.915041481244632,0.6970723490562172,True,-1.6121138303008493
Iddrisu Baba,Mallorca,Almería,La Liga,La Liga,2023-2024,0.274816903986526,0.1651076816875605,False,0.10970922229896549
