player,from_team,to_team,from_league,to_league,season,prev_eff,arrival_eff,cross_league,selling_value_captured
Igor,Fiorentina,Brighton,Serie A,Premier League,2023-2024,-0.653458940034815,0.13425910036689,True,-0.787718040401705
Ilaix Moriba,Valencia,Celta Vigo,La Liga,La Liga,2024-2025,1.2200181713045026,0.8422524421095119,False,0.37776572919499074
Iliman Ndiaye,Marseille,Everton,Ligue 1,Premier League,2024-2025,-0.1604087087080952,-0.3499074854594273,True,0.1894987767513321
Ionuț Radu,Bournemouth,Venezia,Premier League,Serie A,2024-2025,0.7085282636034922,1.2910952091945624,True,-0.5825669455910703
Isak Hien,Hellas Verona,Atalanta,Serie A,Serie A,2024-2025,0.3287817608204566,0.1211954621428166,False,0.20758629867764003
Isco,Sevilla,Real Betis,La Liga,La Liga,2023-2024,-0.1224869272451272,0.4846644866080467,False,-0.6071514138531738
Ismaila Sarr,Marseille,Crystal Palace,Ligue 1,Premier League,2024-2025,0.4932039040920557,-0.3026568380697298,True,0.7958607421617856
Issa Kaboré,Marseille,Luton Town,Ligue 1,Premier League,2023-2024,-0.3226922897183844,0.7543394882857015,True,-1.077031778004086
Iñigo Martínez,Athletic Club,Barcelona,La Liga,La Liga,2023-2024,1.77035872500384,-0.0141878115522118,False,1.7845465365560518
Iñigo Ruiz de Galarreta,Mallorca,Athletic Club,La Liga,La Liga,2023-2024,-0.2071203303879532,-1.0747757457149003,False,0.8676554153269471
Jack Harrison,Leeds United,Everton,Premier League,Premier League,2023-2024,0.3408307235699244,0.2157342262244732,False,0.1250964973454512
Jacob Bruun Larsen,Hoffenheim,Burnley,Bundesliga,Premier League,2023-2024,-0.7912497752732595,0.1435025480099394,True,-0.9347523232831989
Jadon Sancho,Manchester Utd,Chelsea,Premier League,Premier League,2024-2025,1.6754991242716066,-0.0094099349386738,False,1.6849090592102804
Jaime Báez,Cremonese,Frosinone,Serie A,Serie A,2023-2024,-0.930251265175448,-0.2716178372024629,False,-0.6586334279729851
Jaime Mata,Getafe,Las Palmas,La Liga,La Liga,2024-2025,0.2406850008395231,0.5662825193820318,False,-0.3255975185425087
Jake O'Brien,Lyon,Everton,Ligue 1,Premier League,2024-2025,-0.6779248663591595,-0.2387654136352601,True,-0.4391594527238994
Jakub Kiwior,Spezia,Arsenal,Serie A,Premier League,2023-2024,-1.1932869754940807,-0.1758812984956357,True,-1.017405676998445
James Maddison,Leicester City,Tottenham Hotspur,Premier League,Premier League,2023-2024,0.460674222789958,0.1886836429336931,False,0.2719905798562649
James Milner,Liverpool,Brighton,Premier League,Premier League,2023-2024,-0.4570944977205684,0.4419938662312628,False,-0.8990883639518312
James Ward-Prowse,Southampton,West Ham United,Premier League,Premier League,2023-2024,0.4901687440736655,0.1173344359961579,False,0.3728343080775076
Jamie Leweling,Union Berlin,Stuttgart,Bundesliga,Bundesliga,2023-2024,1.365762259588891,0.4080517723764494,False,0.9577104872124416
Javi Galán,Celta Vigo,Atlético Madrid,La Liga,La Liga,2024-2025,0.3399228908349965,-0.1820058971863094,False,0.5219287880213059
Javi Hernández,Girona,Cádiz,La Liga,La Liga,2023-2024,-1.028459667125686,-1.0954828602076834,False,0.06702319308199733
Javi Hernández,Cádiz,Leganés,La Liga,La Liga,2024-2025,-1.0954828602076834,0.2902417159297279,False,-1.3857245761374113
Javi López,Alavés,Real Sociedad,La Liga,La Liga,2024-2025,-0.4975292724645328,-0.2152224609441244,False,-0.28230681152040843
Jean-Clair Todibo,Nice,West Ham United,Ligue 1,Premier League,2024-2025,0.4674467860265761,-0.78671862873321,True,1.254165414759786
Jean-Daniel Akpa-Akpro,Empoli,Monza,Serie A,Serie A,2023-2024,-0.040012042080459,-0.4798776844222221,False,0.4398656423417631
Jean-Eudes Aholou,Strasbourg,Angers,Ligue 1,Ligue 1,2024-2025,-0.0905499989116904,0.2492635606041933,False,-0.3398135595158837
Jean-Kevin Duverne,Brest,Nantes,Ligue 1,Ligue 1,2023-2024,-0.851649101050846,-0.1356213900719236,False,-0.7160277109789224
Jean-Ricner Bellegarde,Strasbourg,Wolves,Ligue 1,Premier League,2024-2025,-0.9689975038220986,-0.4940229174036901,True,-0.4749745864184085
Jefferson Lerma,Bournemouth,Crystal Palace,Premier League,Premier League,2023-2024,0.0523954468835334,-0.067462447596915,False,0.1198578944804484
Jens Cajuste,Reims,Napoli,Ligue 1,Serie A,2023-2024,0.850315467581181,0.0326705881941897,True,0.8176448793869914
Jeong Woo-yeong,Freiburg,Stuttgart,Bundesliga,Bundesliga,2023-2024,0.3926825314574085,0.1275253687709057,False,0.2651571626865028
Jeong Woo-yeong,Stuttgart,Union Berlin,Bundesliga,Bundesliga,2024-2025,0.1275253687709057,-0.1792960289179301,False,0.30682139768883576
Jeremie Boga,Atalanta,Nice,Serie A,Ligue 1,2023-2024,0.7068835143719294,0.6277082759401313,True,0.07917523843179808
Jeremy Doku,Rennes,Manchester City,Ligue 1,Premier League,2024-2025,0.9172964292285464,-0.5592567241032533,True,1.4765531533317997
Jesús Vallejo,Granada,Real Madrid,La Liga,La Liga,2024-2025,1.1657060029326711,-1.7185164925358016,False,2.8842224954684728
Jim Allevinah,Clermont Foot,Angers,Ligue 1,Ligue 1,2024-2025,-1.1215596869687534,0.1762768684609117,False,-1.2978365554296651
Joakim Mæhle,Atalanta,Wolfsburg,Serie A,Bundesliga,2023-2024,-0.0966387973270634,0.0292778642476587,True,-0.1259166615747221
Joan Jordán,Sevilla,Alavés,La Liga,La Liga,2024-2025,0.376688120630078,1.2152090141717302,False,-0.8385208935416522
Johan Mojica,Elche,Osasuna,La Liga,La Liga,2023-2024,1.0443382599243645,0.3841289638121026,False,0.6602092961122619
Johan Mojica,Osasuna,Mallorca,La Liga,La Liga,2024-2025,0.1225852614011238,-0.0862885722183559,False,0.2088738336194797
Johan Vásquez,Cremonese,Genoa,Serie A,Serie A,2023-2024,0.4943251379415674,-0.3469717424196172,False,0.8412968803611847
Johann Lepenant,Lyon,Nantes,Ligue 1,Ligue 1,2024-2025,-0.177076631743704,0.3813991951848514,False,-0.5584758269285554
Jonas Hofmann,Gladbach,Leverkusen,Bundesliga,Bundesliga,2023-2024,-0.328926461566553,-0.2890601408257236,False,-0.03986632074082935
Jonas Martin,Lille,Brest,Ligue 1,Ligue 1,2023-2024,-0.187842490950489,0.0296270199990988,False,-0.2174695109495878
Jonathan Bamba,Lille,Celta Vigo,Ligue 1,La Liga,2023-2024,-0.1025050409186558,0.8294996969336701,True,-0.9320047378523258
Jonathan Clauss,Marseille,Nice,Ligue 1,Ligue 1,2024-2025,-0.2284132261959097,0.7174905618832472,False,-0.945903788079157
Jonny Evans,Leicester City,Manchester Utd,Premier League,Premier League,2023-2024,0.6983914508456586,-0.8083609423028335,False,1.506752393148492
Jordan Amavi,Getafe,Brest,La Liga,Ligue 1,2023-2024,0.4244801984815645,0.9207642660495026,True,-0.4962840675679381
Jordan Veretout,Marseille,Lyon,Ligue 1,Ligue 1,2024-2025,0.2824552416741959,-0.2135904220484779,False,0.4960456637226738
Jordan Zemura,Bournemouth,Udinese,Premier League,Serie A,2023-2024,-0.8695906332941394,0.0274794320390867,True,-0.8970700653332261
Jorge Cuenca,Villarreal,Fulham,La Liga,Premier League,2024-2025,-0.2248385567073985,-0.226448898899612,True,0.0016103421922135097
Joselu,Espanyol,Real Madrid,La Liga,La Liga,2023-2024,-0.0996643084020796,-1.2195046325400174,False,1.1198403241379378
Josep Martinez,Genoa,Inter,Serie A,Serie A,2024-2025,-0.5644166414107712,0.382199770164771,False,-0.9466164115755422
Joshua Zirkzee,Bologna,Manchester Utd,Serie A,Premier League,2024-2025,-0.1503746981290792,-0.1185652212917069,True,-0.0318094768373723
Josip Stanišić,Bayern Munich,Leverkusen,Bundesliga,Bundesliga,2023-2024,-0.7882091065876136,0.0607384019107843,False,-0.8489475084983978
Josip Stanišić,Leverkusen,Bayern Munich,Bundesliga,Bundesliga,2024-2025,0.1267589192761136,-0.0229041500543161,False,0.1496630693304297
José Luis Palomino,Atalanta,Cagliari,Serie A,Serie A,2024-2025,-0.0831365405023412,0.0419008837259085,False,-0.1250374242282497
João Cancelo,Bayern Munich,Barcelona,Bundesliga,La Liga,2023-2024,0.2085431075841306,0.1645657029492397,True,0.043977404634890915
João Palhinha,Fulham,Bayern Munich,Premier League,Bundesliga,2024-2025,0.3385952604478994,-0.2466372092609852,True,0.5852324697088847
Joško Gvardiol,RB Leipzig,Manchester City,Bundesliga,Premier League,2023-2024,-0.5181682301547088,0.927060847325004,True,-1.4452290774797127
Juan Bernat,Paris Saint-Germain,Villarreal,Ligue 1,La Liga,2024-2025,0.0045652123455646,0.8223936288843223,True,-0.8178284165387577
Juan Bernat,Villarreal,Getafe,La Liga,La Liga,2024-2025,0.8223936288843223,1.312727835655476,False,-0.4903342067711536
Juan Cruz,Hellas Verona,Leganés,Serie A,La Liga,2024-2025,0.0586256359466776,0.0198483692736068,True,0.0387772666730708
Juan Cuadrado,Juventus,Inter,Serie A,Serie A,2023-2024,0.569664847009193,0.2625986714612232,False,0.3070661755479698
Juan Cuadrado,Inter,Atalanta,Serie A,Serie A,2024-2025,-0.0834321876991559,0.2393267372535472,False,-0.3227589249527031
Juan David Cabal,Hellas Verona,Juventus,Serie A,Serie A,2024-2025,0.0057510966188782,-0.0140531811832307,False,0.0198042778021089
Juan Miranda,Real Betis,Bologna,La Liga,Serie A,2024-2025,0.2871192757444039,0.7850669371991561,True,-0.4979476614547522
Juanmi Latasa,Getafe,Valladolid,La Liga,La Liga,2024-2025,-0.2619412946292634,0.6621529210060899,False,-0.9240942156353533
Jude Bellingham,Dortmund,Real Madrid,Bundesliga,La Liga,2023-2024,-0.1413722182900745,0.8654727827745585,True,-1.006845001064633
Julian Araujo,Las Palmas,Bournemouth,La Liga,Premier League,2024-2025,0.7763138769705975,0.1198674570495548,True,0.6564464199210427
Julian Chabot,Köln,Stuttgart,Bundesliga,Bundesliga,2024-2025,0.0211874007874541,-0.1545425668597246,False,0.1757299676471787
Julian Ryerson,Dortmund,Union Berlin,Bundesliga,Bundesliga,2022-2023,-1.4748700041550986,-0.2542598384103467,False,-1.220610165744752
Julian Ryerson,Union Berlin,Dortmund,Bundesliga,Bundesliga,2023-2024,-0.2542598384103467,-0.4564796588088207,False,0.20221982039847397
Julián Álvarez,Manchester City,Atlético Madrid,Premier League,La Liga,2024-2025,-0.2693341780385339,0.4574376972480358,True,-0.7267718752865697
Junior Messias,Milan,Genoa,Serie A,Serie A,2023-2024,-1.0176756997976852,0.8089212737081155,False,-1.8265969735058007
Junior Sambia,Salernitana,Empoli,Serie A,Serie A,2024-2025,0.7188974428109987,0.7390592075193183,False,-0.02016176470831965
Justin Kluivert,Valencia,Bournemouth,La Liga,Premier League,2023-2024,0.8429885835653224,0.7582588416098854,True,0.08472974195543692
Jørgen Strand Larsen,Celta Vigo,Wolves,La Liga,Premier League,2024-2025,-1.131380009188275,-0.6300521099747449,True,-0.5013278992135302
Kai Havertz,Chelsea,Arsenal,Premier League,Premier League,2023-2024,0.3935629631700408,0.718395294725477,False,-0.3248323315554362
Kamory Doumbia,Reims,Brest,Ligue 1,Ligue 1,2024-2025,-1.4134400222603745,0.6944083149349467,False,-2.107848337195321
Kelechi Iheanacho,Leicester City,Sevilla,Premier League,La Liga,2024-2025,0.0861682536970604,0.3756892070642283,True,-0.28952095336716793
Kelvin Amian,Spezia,Nantes,Serie A,Ligue 1,2024-2025,0.0456459293646194,0.0345262982959972,True,0.011119631068622196
Kepa Arrizabalaga,Chelsea,Real Madrid,Premier League,La Liga,2023-2024,0.3552939830386581,1.2134055764831544,True,-0.8581115934444963
Kepa Arrizabalaga,Real Madrid,Bournemouth,La Liga,Premier League,2024-2025,1.2134055764831544,0.6026484183998893,True,0.6107571580832651
Kevin Behrens,Union Berlin,Wolfsburg,Bundesliga,Bundesliga,2024-2025,-1.3417533304256324,-0.6707145315849967,False,-0.6710387988406357
Kevin Stöger,Bochum,Gladbach,Bundesliga,Bundesliga,2024-2025,-0.5024780295561708,-0.8167237788123689,False,0.3142457492561981
Kevin Vogt,Hoffenheim,Union Berlin,Bundesliga,Bundesliga,2024-2025,-0.2149158118217418,-0.2346808850537982,False,0.019765073232056396
Khéphren Thuram,Nice,Juventus,Ligue 1,Serie A,2024-2025,0.3377043655609775,0.1695565777773211,True,0.16814778778365638
Kieran Tierney,Arsenal,Real Sociedad,Premier League,La Liga,2023-2024,0.3194373588219381,1.5826616992266231,True,-1.263224340404685
Kieran Tierney,Real Sociedad,Arsenal,La Liga,Premier League,2024-2025,1.5826616992266231,0.0443473472336908,True,1.5383143519929323
Kiernan Dewsbury-Hall,Leicester City,Chelsea,Premier League,Premier League,2024-2025,-0.5914351907317759,-0.4831862416539696,False,-0.10824894907780624
Kike Pérez,Valladolid,Rayo Vallecano,La Liga,La Liga,2023-2024,-0.4865565896790897,-0.1957450827934774,False,-0.2908115068856123
Kiké,Osasuna,Alavés,La Liga,La Liga,2023-2024,-0.5425334153456483,-0.0514514323118451,False,-0.4910819830338031
Kim Min-jae,Napoli,Bayern Munich,Serie A,Bundesliga,2023-2024,0.587239666885246,0.1431287642665601,True,0.4441109026186859
Koni De Winter,Empoli,Genoa,Serie A,Serie A,2023-2024,-0.4732973000433365,0.4568571132305745,False,-0.930154413273911
Konrad Laimer,RB Leipzig,Bayern Munich,Bundesliga,Bundesliga,2023-2024,-0.2311242818918319,-0.0569324333072174,False,-0.1741918485846145
Konstantinos Mavropanos,Stuttgart,West Ham United,Bundesliga,Premier League,2023-2024,-0.2530981262410652,0.092977053973648,True,-0.3460751802147132
Kristijan Jakić,Eintracht Frankfurt,Augsburg,Bundesliga,Bundesliga,2024-2025,-1.300631146445344,0.5501681751812431,False,-1.850799321626587
Kylian Mbappé,Paris Saint-Germain,Real Madrid,Ligue 1,La Liga,2024-2025,2.1647594339305414,0.8505740304780645,True,1.314185403452477
Lamine Camara,Metz,Monaco,Ligue 1,Ligue 1,2024-2025,-0.4180972356640087,0.0799550778949083,False,-0.498052313558917
Lassana Coulibaly,Salernitana,Lecce,Serie A,Serie A,2024-2025,-0.7548069119419925,-0.0536773904162739,False,-0.7011295215257185
Lazar Samardzic,Udinese,Atalanta,Serie A,Serie A,2024-2025,0.0231856276806734,0.6702777341472199,False,-0.6470921064665465
Lee Kang-in,Mallorca,Paris Saint-Germain,La Liga,Ligue 1,2023-2024,-0.4339792258453485,0.4083607568373129,True,-0.8423399826826614
Leny Yoro,Lille,Manchester Utd,Ligue 1,Premier League,2024-2025,0.3497506623569357,1.227312039379294,True,-0.8775613770223583
Leonardo Bonucci,Juventus,Union Berlin,Serie A,Bundesliga,2023-2024,1.083008316469666,1.327163036592539,True,-0.2441547201228731
Leonardo Spinazzola,Roma,Napoli,Serie A,Serie A,2024-2025,0.2903539906869756,-0.0907798110566648,False,0.3811338017436404
Lesley Ugochukwu,Rennes,Chelsea,Ligue 1,Premier League,2023-2024,-2.0143626163474124,0.2893977930656923,True,-2.303760409413105
Lesley Ugochukwu,Chelsea,Southampton,Premier League,Premier League,2024-2025,0.2893977930656923,0.9858508847728676,False,-0.6964530917071754
Levi Colwill,Brighton,Chelsea,Premier League,Premier League,2023-2024,-0.841519115708131,0.4740517609728947,False,-1.3155708766810257
Lewis Hall,Chelsea,Newcastle United,Premier League,Premier League,2023-2024,-1.277894793468061,-0.5666890426914843,False,-0.7112057507765766
Lorenzo Colombo,Lecce,Empoli,Serie A,Serie A,2024-2025,0.6799910044991098,0.4790498427226151,False,0.20094116177649468
Lorenzo Venuti,Fiorentina,Lecce,Serie A,Serie A,2023-2024,-0.9987016703092576,-0.2342042079100021,False,-0.7644974623992555
Loum Tchaouna,Salernitana,Lazio,Serie A,Serie A,2024-2025,0.0745260439840294,0.4679159988041554,False,-0.393389954820126
Lovro Majer,Rennes,Wolfsburg,Ligue 1,Bundesliga,2024-2025,0.2745953344296037,0.5057775792604815,True,-0.2311822448308778
Loïs Openda,Lens,RB Leipzig,Ligue 1,Bundesliga,2023-2024,0.0177956214054759,-0.0709420786916457,True,0.0887377000971216
Luca Mazzitelli,Frosinone,Como,Serie A,Serie A,2024-2025,0.8372008774489501,0.6875455221667828,False,0.14965535528216733
Luca Pellegrini,Eintracht Frankfurt,Lazio,Bundesliga,Serie A,2023-2024,1.1618580922703927,-0.3396675477625006,True,1.5015256400328933
Luca Pfeiffer,Stuttgart,Darmstadt 98,Bundesliga,Bundesliga,2023-2024,0.6214842609196474,0.2125695652139168,False,0.4089146957057306
Luca Waldschmidt,Wolfsburg,Köln,Bundesliga,Bundesliga,2023-2024,0.4775437104359259,1.3393005356416676,False,-0.8617568252057417
Lucas Boyé,Elche,Granada,La Liga,La Liga,2023-2024,-0.8220903439541196,-0.2114775195081542,False,-0.6106128244459654
Lucas Hernández,Bayern Munich,Paris Saint-Germain,Bundesliga,Ligue 1,2023-2024,0.7237330288092103,0.8610327410145793,True,-0.13729971220536896
Lucas Tousart,Hertha BSC,Union Berlin,Bundesliga,Bundesliga,2023-2024,0.6456161350144232,0.8868589911785296,False,-0.24124285616410646
Ludovic Ajorque,Mainz 05,Brest,Bundesliga,Ligue 1,2024-2025,0.5110845489350417,0.1176116469999311,True,0.39347290193511064
Ludovic Blas,Nantes,Rennes,Ligue 1,Ligue 1,2023-2024,0.0059345850324348,0.4482357512626418,False,-0.442301166230207
Luis Sinisterra,Leeds United,Bournemouth,Premier League,Premier League,2023-2024,0.485787774478549,0.6894253972545457,False,-0.20363762277599667
Luka Jović,Fiorentina,Milan,Serie A,Serie A,2024-2025,0.0629840241308503,-0.06722298258377,False,0.13020700671462032
Luka Romero,Lazio,Alavés,Serie A,La Liga,2024-2025,-0.2862205845729217,2.199314108136884,True,-2.485534692709806
Luke Thomas,Leicester City,Sheffield United,Premier League,Premier League,2023-2024,-0.657632992145265,0.6369677637370028,False,-1.2946007558822679
Luke Thomas,Sheffield United,Leicester City,Premier League,Premier League,2024-2025,0.3586212568899682,-0.7169315576944832,False,1.0755528145844515
M'Bala Nzola,Spezia,Fiorentina,Serie A,Serie A,2023-2024,-0.0314821618803673,-0.2846115486343201,False,0.2531293867539528
M'Bala Nzola,Fiorentina,Lens,Serie A,Ligue 1,2024-2025,-0.2846115486343201,0.223544558455627,True,-0.5081561070899471
Mahmoud Dahoud,Dortmund,Eintracht Frankfurt,Bundesliga,Bundesliga,2024-2025,0.253310670385682,0.6526714516997671,False,-0.39936078131408514
Malang Sarr,Monaco,Lens,Ligue 1,Ligue 1,2024-2025,1.6421032001328442,1.1398170927632023,False,0.5022861073696419
Malo Gusto,Lyon,Chelsea,Ligue 1,Premier League,2023-2024,-0.5675199083795608,-0.2877021198615601,True,-0.2798177885180007
Mama Samba Baldé,Troyes,Lyon,Ligue 1,Ligue 1,2023-2024,-0.9562055230834954,-1.1731625648974244,False,0.21695704181392905
Manor Solomon,Fulham,Tottenham Hotspur,Premier League,Premier League,2023-2024,-0.1462359020606065,-0.0805763862254043,False,-0.06565951583520219
Manu Koné,Gladbach,Roma,Bundesliga,Serie A,2024-2025,0.5219201430067208,0.5512552270582773,True,-0.029335084051556493
Manu Sánchez,Osasuna,Celta Vigo,La Liga,La Liga,2023-2024,1.597603955281178,0.5770094706883455,False,1.0205944845928325
Manu Sánchez,Celta Vigo,Alavés,La Liga,La Liga,2024-2025,0.3882344731940357,0.8910814462435166,False,-0.5028469730494809
Manuel Ugarte,Paris Saint-Germain,Manchester Utd,Ligue 1,Premier League,2024-2025,0.3968983832685282,0.3985180471627423,True,-0.001619663894214085
Marash Kumbulla,Roma,Sassuolo,Serie A,Serie A,2023-2024,0.9165768928719428,1.9045964672196585,False,-0.9880195743477157
Marash Kumbulla,Sassuolo,Espanyol,Serie A,La Liga,2024-2025,1.9045964672196585,1.7197823602556213,True,0.18481410696403722
Marc Roca,Leeds United,Real Betis,Premier League,La Liga,2023-2024,-0.10293989874949,0.4768670171338112,True,-0.5798069158833012
Marc-Oliver Kempf,Hertha BSC,Como,Bundesliga,Serie A,2024-2025,-0.0586944062806722,-0.0010046485396308,True,-0.057689757741041396
Marco Asensio,Real Madrid,Paris Saint-Germain,La Liga,Ligue 1,2023-2024,0.4639464521347012,0.3904236764837563,True,0.0735227756509449
Marco Benassi,Fiorentina,Cremonese,Serie A,Serie A,2022-2023,0.355545837829986,1.3150570098503174,False,-0.9595111720203313
Marco Brescianini,Frosinone,Atalanta,Serie A,Serie A,2024-2025,-0.3637087656224818,0.3545624440627044,False,-0.7182712096851862
Marco Carnesecchi,Cremonese,Atalanta,Serie A,Serie A,2023-2024,-0.4767337678797503,-1.754095519811024,False,1.2773617519312737
Marco Richter,Hertha BSC,Mainz 05,Bundesliga,Bundesliga,2023-2024,-0.8843380355103481,-0.0984521538298182,False,-0.7858858816805299
Marco Sportiello,Atalanta,Milan,Serie A,Serie A,2023-2024,-0.2156222470486781,-0.7354486301408958,False,0.5198263830922176
Marcos Alonso,Barcelona,Celta Vigo,La Liga,La Liga,2024-2025,-0.1364087675754213,0.661511908536939,False,-0.7979206761123603
Marcos André,Valencia,Valladolid,La Liga,La Liga,2024-2025,0.2630591153583985,1.0296722139029484,False,-0.7666130985445498
Marcus Pedersen,Sassuolo,Torino,Serie A,Serie A,2024-2025,-0.5972992239796611,0.2541198909562894,False,-0.8514191149359505
Marcus Thuram,Gladbach,Inter,Bundesliga,Serie A,2023-2024,-0.0570330219061538,-0.0583150105074352,True,0.0012819886012813975
Mariano,Real Madrid,Sevilla,La Liga,La Liga,2023-2024,0.7909225964691391,0.3900615319673619,False,0.4008610645017772
Marin Pongračić,Lecce,Fiorentina,Serie A,Serie A,2024-2025,0.8651918378059591,0.1698328081710105,False,0.6953590296349486
Marius Bülter,Schalke 04,Hoffenheim,Bundesliga,Bundesliga,2023-2024,-0.2655523403858097,0.0030181523974004,False,-0.2685704927832101
Marius Wolf,Dortmund,Augsburg,Bundesliga,Bundesliga,2024-2025,-0.1675605904438253,0.3775710576897939,False,-0.5451316481336191
Mark Flekken,Freiburg,Brentford,Bundesliga,Premier League,2023-2024,-1.0461583948589972,-0.4090313281376865,True,-0.6371270667213107
Marko Arnautović,Bologna,Inter,Serie A,Serie A,2023-2024,0.5542362922363715,-0.4037780572213343,False,0.9580143494577058
Marko Dmitrović,Sevilla,Leganés,La Liga,La Liga,2024-2025,-0.4479429085856203,-0.4780246756636064,False,0.0300817670779861
Marquinhos,Paris Saint-Germain,Nantes,Ligue 1,Ligue 1,2023-2024,0.5555458978169305,3.9981686432752728,False,-3.4426227454583422
Marquinhos,Nantes,Paris Saint-Germain,Ligue 1,Ligue 1,2024-2025,3.9981686432752728,0.4486709754452995,False,3.5494976678299732
Martin Erlic,Sassuolo,Bologna,Serie A,Serie A,2024-2025,-1.1178377064466911,-0.0311147556258966,False,-1.0867229508207945
Martin Hongla,Valladolid,Granada,La Liga,La Liga,2023-2024,0.6404378795721435,0.449773257439146,False,0.1906646221329975
Martin Satriano,Empoli,Brest,Serie A,Ligue 1,2023-2024,-0.073914446366901,0.2874669329607773,True,-0.36138137932767833
Martin Terrier,Rennes,Leverkusen,Ligue 1,Bundesliga,2024-2025,0.2741915412434839,-0.0191505981965605,True,0.2933421394400444
Mason Greenwood,Getafe,Marseille,La Liga,Ligue 1,2024-2025,0.7586453752260311,0.4976984522883416,True,0.26094692293768956
Mason Mount,Chelsea,Manchester Utd,Premier League,Premier League,2023-2024,-0.287808543084763,1.2606848822461585,False,-1.5484934253309215
Mateo Kovačić,Chelsea,Manchester City,Premier League,Premier League,2023-2024,-0.5757842002520945,-0.0496554434824929,False,-0.5261287567696016
Mateo Retegui,Genoa,Atalanta,Serie A,Serie A,2024-2025,0.3822467674679899,-0.5128489686080879,False,0.8950957360760778
Mateu Morey,Dortmund,Mallorca,Bundesliga,La Liga,2024-2025,-0.4773091844628219,-0.1117764824623108,True,-0.3655327020005111
Mateusz Wieteska,Clermont Foot,Cagliari,Ligue 1,Serie A,2024-2025,-0.3311650810698712,-0.412216880824138,True,0.0810517997542668
Matheus Nunes,Wolves,Manchester City,Premier League,Premier League,2024-2025,0.9348931696305538,0.0029120610807087,False,0.9319811085498451
Mathias Honsak,Darmstadt 98,Heidenheim,Bundesliga,Bundesliga,2024-2025,-0.50124405693977,-0.4762228894798106,False,-0.025021167459959415
Matija Nastasić,Mallorca,Leganés,La Liga,La Liga,2024-2025,-0.5784794190720834,-0.1287995051560742,False,-0.44967991391600926
Mats Hummels,Dortmund,Roma,Bundesliga,Serie A,2024-2025,0.4007224130046616,-0.0714866800845346,True,0.47220909308919623
Matteo Cancellieri,Lazio,Empoli,Serie A,Serie A,2023-2024,0.5111530288639905,1.2319411773114002,False,-0.7207881484474097
Matteo Cancellieri,Empoli,Parma,Serie A,Serie A,2024-2025,1.2319411773114002,0.6565527437128225,False,0.5753884335985777
Matthijs de Ligt,Bayern Munich,Manchester Utd,Bundesliga,Premier League,2024-2025,0.8844576059410691,0.4510506847925519,True,0.43340692114851725
Mattia De Sciglio,Juventus,Empoli,Serie A,Serie A,2024-2025,-0.3404569666397723,0.0572878697532814,False,-0.3977448363930537
Mattia Viti,Nice,Sassuolo,Ligue 1,Serie A,2023-2024,0.8473540827004165,0.5701563501478599,True,0.27719773255255653
Mattia Viti,Sassuolo,Empoli,Serie A,Serie A,2024-2025,0.5701563501478599,0.2960524253855308,False,0.27410392476232914
Mattéo Guendouzi,Marseille,Lazio,Ligue 1,Serie A,2024-2025,0.7788917934560935,-0.1258480814628537,True,0.9047398749189473
Matz Sels,Strasbourg,Nottingham Forest,Ligue 1,Premier League,2024-2025,-0.0863458685982454,-0.800199107998953,True,0.7138532394007076
Matìas Soulé,Juventus,Roma,Serie A,Serie A,2024-2025,-2.634328247185442,0.6036268721259628,False,-3.2379551193114047
Max Kilman,Wolves,West Ham United,Premier League,Premier League,2024-2025,-0.6454949009340556,0.2731820532379316,False,-0.9186769541719872
Maxence Lacroix,Wolfsburg,Crystal Palace,Bundesliga,Premier League,2024-2025,1.1278380534030088,-0.1713959966581768,True,1.2992340500611856
Maximilian Beier,Hoffenheim,Dortmund,Bundesliga,Bundesliga,2024-2025,-0.338814932190127,0.2908813538029982,False,-0.6296962859931252
Maximilian Mittelstädt,Hertha BSC,Stuttgart,Bundesliga,Bundesliga,2023-2024,0.1766307913147127,-0.1414215420761451,False,0.3180523333908578
Maximilian Wöber,Leeds United,Gladbach,Premier League,Bundesliga,2023-2024,0.1363248405452424,-0.0001514810482099,True,0.1364763215934523
Maximiliano Caufriez,Clermont Foot,Valencia,Ligue 1,La Liga,2024-2025,0.3564231501134305,-1.125275398004371,True,1.4816985481178016
Mehdi Bourabia,Spezia,Frosinone,Serie A,Serie A,2023-2024,-0.168867809895655,0.4486139286616435,False,-0.6174817385572985
Michael Olise,Crystal Palace,Bayern Munich,Premier League,Bundesliga,2024-2025,0.8459992341312503,0.1009686678899584,True,0.7450305662412919
Michel Ndary Adopo,Torino,Atalanta,Serie A,Serie A,2023-2024,-1.7421392212537707,-0.335429682410167,False,-1.4067095388436037
Michel Ndary Adopo,Atalanta,Cagliari,Serie A,Serie A,2024-2025,-0.335429682410167,-0.2796531858771605,False,-0.05577649653300654
Michele Cerofolini,Fiorentina,Frosinone,Serie A,Serie A,2023-2024,-0.90608214670916,0.9265708839305642,False,-1.8326530306397242
Michele Di Gregorio,Monza,Juventus,Serie A,Serie A,2024-2025,0.4268868305486091,-0.0332607490220873,False,0.4601475795706964
Micky van de Ven,Wolfsburg,Tottenham Hotspur,Bundesliga,Premier League,2023-2024,-0.6652018252022707,-0.1383234776170834,True,-0.5268783475851873
Mikael Ellertsson,Spezia,Venezia,Serie A,Serie A,2024-2025,0.6814937683966438,0.2644803244737748,False,0.417013443922869
