manual_alias_count,match_rate_strict_base_aliases,match_rate_strict_final_aliases,strict_rate_lift,moved_unmatched_to_strict,moved_fallback_to_strict
19,0.4709042076991943,0.51954640405849,0.048642196359295675,20,306
